,start_station_name,start_count,end_count,deficit,popularity,deficit_normalized,popularity_normalized
655,Dyckman St & Henshaw St,83,94,-11,177,-0.048034934497816595,0.011256677690155177
656,Dyckman St & Staff St,53,65,-12,118,-0.05240174672489083,0.007504451793436785
657,E 1 St & 1 Ave,3730,3775,-45,7505,-0.1965065502183406,0.4772958534723989
658,E 1 St & Bowery,2126,2152,-26,4278,-0.11353711790393013,0.2720681760366319
659,E 10 St & 2 Ave,2771,2810,-39,5581,-0.1703056768558952,0.35493513100992113
660,E 10 St & Avenue A,2995,3015,-20,6010,-0.08733624454148471,0.3822182650725006
661,E 102 St & 1 Ave,1390,1381,9,2771,0.022670025188916875,0.17622742304757058
662,E 102 St & Park Ave,610,601,9,1211,0.022670025188916875,0.07701602645637243
663,E 103 St & Lexington Ave,1119,1128,-9,2247,-0.039301310043668124,0.14290256932078352
664,E 106 St & 1 Ave,605,612,-7,1217,-0.03056768558951965,0.07739760875095396
665,E 106 St & 2 Ave,847,844,3,1691,0.007556675062972292,0.10754261002289493
666,E 106 St & Lexington Ave,1032,1031,1,2063,0.0025188916876574307,0.13120071228694988
667,E 106 St & Madison Ave,1181,1174,7,2355,0.017632241813602016,0.14977105062325108
668,E 11 St & 1 Ave,3003,3004,-1,6007,-0.004366812227074236,0.38202747392520986
669,E 11 St & 3 Ave,2388,2409,-21,4797,-0.09170305676855896,0.3050750445179344
670,E 11 St & Avenue B,2362,2306,56,4668,0.14105793450881612,0.2968710251844314
671,E 114 St & 1 Ave,649,639,10,1288,0.02518891687657431,0.08191299923683541
672,E 115 St & Lexington Ave,928,934,-6,1862,-0.026200873362445413,0.11841770541846858
673,E 115 St & Madison Ave,520,517,3,1037,0.007556675062972292,0.06595013991350801
674,E 116 St & 2 Ave,640,644,-4,1284,-0.017467248908296942,0.08165861104044772
675,E 118 St & 1 Ave,979,981,-2,1960,-0.008733624454148471,0.12465021622996693
676,E 118 St & 3 Ave,741,739,2,1480,0.005037783375314861,0.09412363266344441
677,E 118 St & Madison Ave,949,937,12,1886,0.030226700251889168,0.1199440345967947
678,E 118 St & Park Ave,293,291,2,584,0.005037783375314861,0.03714067667260239
679,E 12 St & 3 Ave,1929,1941,-12,3870,-0.05240174672489083,0.24612058000508777
680,E 12 St & Ave C,1732,1721,11,3453,0.027707808564231738,0.21960061053167132
681,E 123 St & Lexington Ave,687,698,-11,1385,-0.048034934497816595,0.08808191299923683
682,E 128 St & 3 Ave,88,92,-4,180,-0.017467248908296942,0.011447468837445943
683,E 128 St & Madison Ave,626,625,1,1251,0.0025188916876574307,0.0795599084202493
684,E 13 St & 2 Ave,3495,3490,5,6985,0.012594458438287154,0.4442253879419995
685,E 13 St & Avenue A,2245,2226,19,4471,0.04785894206549118,0.28434240651233783
686,E 132 St & Madison Ave,565,560,5,1125,0.012594458438287154,0.07154668023403714
687,E 133 St & Cypress Pl,137,149,-12,286,-0.05240174672489083,0.018188756041719663
688,E 134 St & Walnut Ave,14,15,-1,29,-0.004366812227074236,0.001844314423810735
689,E 135 St & St Ann's Ave,168,171,-3,339,-0.013100436681222707,0.021559399643856524
690,E 138 St & 5 Av,461,464,-3,925,-0.013100436681222707,0.05882727041465276
691,E 138 St & Cypress Ave,254,257,-3,511,-0.013100436681222707,0.032498092088527095
692,E 138 St & Grand Concourse,181,182,-1,363,-0.004366812227074236,0.02308572882218265
693,E 138 St & Park Ave,264,291,-27,555,-0.11790393013100436,0.03529636224879166
694,E 138 St & Willow Ave,111,114,-3,225,-0.013100436681222707,0.014309336046807428
695,E 14 St & 1 Ave,3180,3177,3,6357,0.007556675062972292,0.40428644110913253
696,E 14 St & Avenue B,3145,3126,19,6271,0.04785894206549118,0.39881709488679723
697,E 141 St & Jackson Ave,90,98,-8,188,-0.034934497816593885,0.011956245230221318
698,E 141 St & St Ann's Ave,200,202,-2,402,-0.008733624454148471,0.025566013736962604
699,E 142 St & 3 Ave,321,311,10,632,0.02518891687657431,0.040193335029254644
700,E 144 St & Brook Ave,101,102,-1,203,-0.004366812227074236,0.012910200966675146
701,E 147 St & Bergen Ave,268,277,-9,545,-0.039301310043668124,0.034660391757822435
702,E 149 St & Eagle Ave,328,328,0,656,0.0,0.04171966420758077
703,E 149 St & Jackson Ave,288,281,7,569,0.017632241813602016,0.03618672093614856
704,E 149 St & Morris Ave,507,510,-3,1017,-0.013100436681222707,0.06467819893156958
705,E 149 St & Park Ave,340,346,-6,686,-0.026200873362445413,0.043627575680488424
706,E 15 St & 3 Ave,2536,2569,-33,5105,-0.14410480349344978,0.3246629356397863
707,E 150 St & Gerard Ave,95,98,-3,193,-0.013100436681222707,0.012274230475705927
708,E 153 St & E 157 St,65,69,-4,134,-0.017467248908296942,0.008522004578987535
709,E 155 St & Courtlandt Ave,78,77,1,155,0.0025188916876574307,0.009857542610022895
710,E 156 & Brook Ave,282,286,-4,568,-0.017467248908296942,0.03612312388705164
711,E 156 St & Courtlandt Ave,173,172,1,345,0.0025188916876574307,0.021940981938438058
712,E 157 St & River Ave,195,198,-3,393,-0.013100436681222707,0.024993640295090307
713,E 158 St & Melrose Ave,251,246,5,497,0.012594458438287154,0.031607733401170186
714,E 16 St & 5 Ave,3419,3405,14,6824,0.03526448362720403,0.43398626303739507
715,E 16 St & Irving Pl,2444,2449,-5,4893,-0.021834061135371178,0.3111803612312389
716,E 160 St & Tinton Ave,97,90,7,187,0.017632241813602016,0.011892648181124395
717,E 161 St & Park Ave,348,363,-15,711,-0.06550218340611354,0.045217501907911475
718,E 161 St & River Ave,604,619,-15,1223,-0.06550218340611354,0.07777919104553549
719,E 163 St & Tiffany St,149,157,-8,306,-0.034934497816593885,0.019460697023658102
720,E 163 St & Union Ave,241,234,7,475,0.017632241813602016,0.030208598321037904
721,E 165 St & Clay Ave,163,168,-5,331,-0.021834061135371178,0.02105062325108115
722,E 165 St & Fox St,101,91,10,192,0.02518891687657431,0.012210633426609005
723,E 165 St & Jerome Ave,64,66,-2,130,-0.008733624454148471,0.008267616382599848
724,E 167 St & Bryant Ave,157,158,-1,315,-0.004366812227074236,0.0200330704655304
725,E 167 St & Clay Ave,165,170,-5,335,-0.021834061135371178,0.02130501144746884
726,E 167 St & Franklin Ave,242,246,-4,488,-0.017467248908296942,0.03103535995929789
727,E 169 St & Fox St,80,73,7,153,0.017632241813602016,0.009730348511829051
728,E 169 St & Webster Ave,143,149,-6,292,-0.026200873362445413,0.018570338336301194
729,E 17 St & 2 Ave,1820,1812,8,3632,0.020151133501259445,0.23098448232002036
730,E 17 St & Broadway,4812,4830,-18,9642,-0.07860262008733625,0.613202747392521
731,E 170 St & Clay Ave,204,204,0,408,0.0,0.025947596031544135
732,E 170 St & Sheridan Ave,296,282,14,578,0.03526448362720403,0.03675909437802086
733,E 170 St & Webster Ave,363,382,-19,745,-0.08296943231441048,0.047379801577206816
734,E 171 St & 3 Ave,186,186,0,372,0.0,0.02365810226405495
735,E 171 St & Webster Ave,177,180,-3,357,-0.013100436681222707,0.02270414652760112
736,E 174 St & Longfellow Ave,123,133,-10,256,-0.043668122270742356,0.016280844568812007
737,E 174 St & Walton Ave,124,127,-3,251,-0.013100436681222707,0.0159628593233274
738,E 182 St & Morris Ave,315,319,-4,634,-0.017467248908296942,0.04032052912744848
739,E 188 St & Creston Ave,272,282,-10,554,-0.043668122270742356,0.03523276519969473
740,E 19 St & 3 Ave,1999,2010,-11,4009,-0.048034934497816595,0.2549605698295599
741,E 2 St & Avenue A,3243,3283,-40,6526,-0.17467248908296942,0.4150343424065123
742,E 2 St & Avenue B,3674,3654,20,7328,0.05037783375314862,0.4660391757822437
743,E 2 St & Avenue C,2699,2666,33,5365,0.08312342569269521,0.341198168404986
744,E 20 St & 2 Ave,2897,2862,35,5759,0.08816120906801007,0.36625540574917326
745,E 20 St & FDR Dr,3325,3303,22,6628,0.055415617128463476,0.4215212414143984
746,E 20 St & Park Ave,2343,2359,-16,4702,-0.06986899563318777,0.2990333248537268
747,E 201 St & Briggs Ave,54,48,6,102,0.015113350125944584,0.006486899007886034
748,E 22 St & 2 Ave,2810,2807,3,5617,0.007556675062972292,0.35722462477741035
749,E 23 St & 1 Ave,3369,3364,5,6733,0.012594458438287154,0.42819893156957517
750,E 25 St & 1 Ave,2094,2089,5,4183,0.012594458438287154,0.26602645637242434
751,E 25 St & 2 Ave,3414,3422,-8,6836,-0.034934497816593885,0.4347494276265581
752,E 26 St & 3 Ave,2181,2183,-2,4364,-0.008733624454148471,0.27753752225896716
753,E 27 St & 1 Ave,3244,3256,-12,6500,-0.05240174672489083,0.41338081912999236
754,E 27 St & Park Ave S,2548,2583,-35,5131,-0.15283842794759825,0.3263164589163063
755,E 3 St & 1 Ave,2288,2321,-33,4609,-0.14410480349344978,0.29311879928771306
756,E 3 St & Church Ave,118,130,-12,248,-0.05240174672489083,0.015772068176036633
757,E 30 St & Park Ave S,2313,2347,-34,4660,-0.14847161572052403,0.29636224879165607
758,E 31 St & 3 Ave,3294,3296,-2,6590,-0.008733624454148471,0.41910455354871534
759,E 32 St & Park Ave,2761,2751,10,5512,0.02518891687657431,0.3505469346222335
760,E 33 St & 1 Ave,5572,5564,8,11136,0.020151133501259445,0.7082167387433224
761,E 33 St & 5 Ave,3262,3294,-32,6556,-0.13973799126637554,0.41694225387942
762,E 35 St & Madison Ave,1438,1454,-16,2892,-0.06986899563318777,0.18392266598829815
763,E 39 St & 2 Ave,3529,3544,-15,7073,-0.06550218340611354,0.4498219282625286
764,E 39 St & Lexington Ave,2299,2315,-16,4614,-0.06986899563318777,0.29343678453319766
765,E 4 St & 2 Ave,3449,3474,-25,6923,-0.1091703056768559,0.4402823708979903
766,E 4 St & Ave B,612,634,-22,1246,-0.09606986899563319,0.0792419231747647
767,E 40 St & 5 Ave,1651,1671,-20,3322,-0.08733624454148471,0.21126939709997455
768,E 40 St & Park Ave,5326,5387,-61,10713,-0.2663755458515284,0.6813151869753243
769,E 41 St & Madison Ave (SE corner),2335,2349,-14,4684,-0.0611353711790393,0.2978885779699822
770,E 41 St & Madison Ave (SW corner),2099,2118,-19,4217,-0.08296943231441048,0.26818875604171966
771,E 43 St & 2 Ave,1141,1139,2,2280,0.005037783375314861,0.14500127194098195
772,E 44 St & 2 Ave,1393,1399,-6,2792,-0.026200873362445413,0.17756296107860595
773,E 44 St & Lexington Ave,3750,3761,-11,7511,-0.048034934497816595,0.4776774357669804
774,E 45 St & 3 Ave,1373,1397,-24,2770,-0.10480349344978165,0.17616382599847366
775,E 47 St & 1 Ave,1499,1479,20,2978,0.05037783375314862,0.18939201221063343
776,E 47 St & 2 Ave,2509,2493,16,5002,0.04030226700251889,0.31811243958280333
777,E 47 St & Park Ave,3730,3790,-60,7520,-0.26200873362445415,0.4782498092088527
778,E 48 St & 3 Ave,1897,1899,-2,3796,-0.008733624454148471,0.24141439837191556
779,E 48 St & 5 Ave,2031,2076,-45,4107,-0.1965065502183406,0.26119308064105823
780,E 5 St & Ave A,2746,2765,-19,5511,-0.08296943231441048,0.3504833375731366
781,E 5 St & Avenue C,2057,2008,49,4065,0.12342569269521411,0.25852200457898755
782,E 50 St & Park Ave,1022,1037,-15,2059,-0.06550218340611354,0.1309463240905622
783,E 51 St & 1 Ave,1891,1888,3,3779,0.007556675062972292,0.24033324853726787
784,E 51 St & 2 Ave,1901,1899,2,3800,0.005037783375314861,0.24166878656830323
785,E 51 St & Lexington Ave,1603,1561,42,3164,0.10579345088161209,0.2012210633426609
786,E 53 St & 3 Ave,1988,2002,-14,3990,-0.0611353711790393,0.2537522258967184
787,E 53 St & Lexington Ave,2803,2800,3,5603,0.007556675062972292,0.3563342660900534
788,E 53 St & Madison Ave,2506,2535,-29,5041,-0.12663755458515283,0.3205927244975833
789,E 54 St & 1 Ave,1974,1986,-12,3960,-0.05240174672489083,0.2518443144238107
790,E 55 St & 2 Ave,3916,3922,-6,7838,-0.026200873362445413,0.4984736708216739
791,E 56 St & Madison Ave,2079,2100,-21,4179,-0.09170305676855896,0.26577206817603666
792,E 58 St & 1 Ave (NE Corner),1140,1118,22,2258,0.055415617128463476,0.14360213686084966
793,E 58 St & 1 Ave (NW Corner),2110,2117,-7,4227,-0.03056768558951965,0.2688247265326889
794,E 58 St & Madison Ave,1864,1844,20,3708,0.05037783375314862,0.23581785805138641
795,E 59 St & Madison Ave,2311,2325,-14,4636,-0.0611353711790393,0.29483591961332994
796,E 6 St & 2 Ave,642,676,-34,1318,-0.14847161572052403,0.08382091070974307
797,E 6 St & Avenue B,2629,2604,25,5233,0.06297229219143577,0.3328033579241923
798,E 6 St & Avenue D,2213,2187,26,4400,0.0654911838790932,0.2798270160264564
799,E 60 St & York Ave,808,799,9,1607,0.022670025188916875,0.1022004578987535
800,E 63 St & 3 Ave,853,815,38,1668,0.09571788413098237,0.10607987789366573
801,E 65 St & 2 Ave,1517,1522,-5,3039,-0.021834061135371178,0.19327143220554566
802,E 66 St & Madison Ave,880,892,-12,1772,-0.05240174672489083,0.11269397099974561
803,E 67 St & Park Ave,1063,1078,-15,2141,-0.06550218340611354,0.1361612821165098
804,E 68 St & 3 Ave,1625,1634,-9,3259,-0.039301310043668124,0.20726278300686848
805,E 68 St & Madison Ave,1015,1019,-4,2034,-0.017467248908296942,0.12935639786313916
806,E 7 St & Ave B,2278,2235,43,4513,0.10831234256926953,0.28701348257440856
807,E 7 St & Ave C,2251,2152,99,4403,0.24937027707808565,0.28001780717374714
808,E 7 St & Avenue A,3431,3430,1,6861,0.0025188916876574307,0.43633935385398115
809,E 72 St & Park Ave,1858,1887,-29,3745,-0.12663755458515283,0.23817094886797252
810,E 72 St & York Ave,3728,3745,-17,7473,-0.07423580786026202,0.47526074790129735
811,E 74 St & 1 Ave,2589,2583,6,5172,0.015113350125944584,0.3289239379292801
812,E 75 St & 3 Ave,1516,1530,-14,3046,-0.0611353711790393,0.19371661154922412
813,E 76 St & Park Ave,86,93,-7,179,-0.03056768558951965,0.01138387178834902
814,E 77 St & 3 Ave,2365,2359,6,4724,0.015113350125944584,0.3004324599338591
815,E 78 St & 2 Ave,1067,1085,-18,2152,-0.07860262008733625,0.13686084965657594
816,E 8 St & Caton Ave,280,288,-8,568,-0.034934497816593885,0.03612312388705164
817,E 80 St & 2 Ave,1566,1573,-7,3139,-0.03056768558951965,0.19963113711523786
818,E 81 St & 3 Ave,1516,1510,6,3026,0.015113350125944584,0.19244467056728568
819,E 81 St & Park Ave,1025,1010,15,2035,0.037783375314861464,0.12941999491223607
820,E 81 St & York Ave,1764,1778,-14,3542,-0.0611353711790393,0.22526074790129738
821,E 82 St & East End Ave,1320,1307,13,2627,0.0327455919395466,0.16706944797761383
822,E 84 St & 1 Ave,2576,2580,-4,5156,-0.017467248908296942,0.32790638514372933
823,E 84 St & Park Ave,1543,1541,2,3084,0.005037783375314861,0.19613329941490715
824,E 85 St & 3 Ave,3486,3515,-29,7001,-0.12663755458515283,0.4452429407275502
825,E 85 St & East End Ave,289,303,-14,592,-0.0611353711790393,0.037649453065377765
826,E 88 St & 1 Ave,2033,2034,-1,4067,-0.004366812227074236,0.2586491986771814
827,E 88 St & Park Ave,1468,1486,-18,2954,-0.07860262008733625,0.1878656830323073
828,E 89 St & 3 Ave,1579,1565,14,3144,0.03526448362720403,0.19994912236072246
829,E 89 St & York Ave,1859,1873,-14,3732,-0.0611353711790393,0.23734418722971254
830,E 9 St & 5 Ave,2277,2310,-33,4587,-0.14410480349344978,0.2917196642075808
831,E 9 St & Avenue C,2066,2071,-5,4137,-0.021834061135371178,0.2631009921139659
832,E 91 St & 2 Ave,2323,2311,12,4634,0.030226700251889168,0.2947087255151361
833,E 91 St & Park Ave,1587,1586,1,3173,0.0025188916876574307,0.2017934367845332
834,E 93 St & 2 Ave,1180,1185,-5,2365,-0.021834061135371178,0.1504070211142203
835,E 95 St & 3 Ave,1011,1011,0,2022,0.0,0.1285932332739761
836,E 97 St & 3 Ave,612,614,-2,1226,-0.008733624454148471,0.07796998219282625
837,E 97 St & Madison Ave,1516,1521,-5,3037,-0.021834061135371178,0.19314423810735182
838,E 98 St & Park Ave,629,636,-7,1265,-0.03056768558951965,0.08045026710760621
839,E Burnside Ave & Ryer Ave,219,225,-6,444,-0.026200873362445413,0.028237089799033326
840,E Fordham Rd & Webster Ave,516,525,-9,1041,-0.039301310043668124,0.0662045281098957
841,E Houston St & Columbia St,1967,1949,18,3916,0.04534005037783375,0.24904604426354618
842,E Mosholu Pkwy & E 204 St,30,33,-3,63,-0.013100436681222707,0.00400661409310608
843,E Mosholu Pkwy & Van Cortlandt Ave E,57,56,1,113,0.0025188916876574307,0.007186466547952175
844,E Tremont Ave & E 176 St,212,212,0,424,0.0,0.026965148817094886
845,E Tremont Ave & Jerome Ave,138,141,-3,279,-0.013100436681222707,0.017743576698041212
846,East End Ave & E 86 St,902,896,6,1798,0.015113350125944584,0.11434749427626559
847,Eastern Pkwy & Franklin Ave,1609,1499,110,3108,0.2770780856423174,0.19765962859323327
848,Eastern Pkwy & Kingston Ave,321,313,8,634,0.020151133501259445,0.04032052912744848
849,Eastern Pkwy & Ralph Ave,109,90,19,199,0.04785894206549118,0.01265581277028746
850,Eastern Pkwy & Rochester Ave,173,165,8,338,0.020151133501259445,0.021495802594759604
851,Eastern Pkwy & Troy Ave,253,238,15,491,0.037783375314861464,0.031226151106588655
852,Eastern Pkwy & Washington Ave,932,875,57,1807,0.14357682619647355,0.11491986771813788
853,Edgecombe Ave & W 141 St,526,498,28,1024,0.07052896725440806,0.06512337827524803
854,Edgecombe Ave & W 145 St,589,579,10,1168,0.02518891687657431,0.07428135334520478
855,Edgecombe Ave & W 150 St,128,105,23,233,0.05793450881612091,0.014818112439582804
856,Edgecombe Ave & W 167 St,149,137,12,286,0.030226700251889168,0.018188756041719663
857,Eldert St & Bushwick Ave,242,255,-13,497,-0.056768558951965066,0.031607733401170186
858,Emerson Pl & Myrtle Ave,1624,1607,17,3231,0.042821158690176324,0.20548206563215468
859,Engert Ave & McGuinness Blvd,429,429,0,858,0.0,0.054566268125158995
860,Evergreen Ave & Noll St,430,441,-11,871,-0.048034934497816595,0.05539302976341898
861,FDR Drive & E 35 St,2764,2744,20,5508,0.05037783375314862,0.35029254642584584
862,Faile St & Garrison Ave,43,24,19,67,0.04785894206549118,0.004261002289493767
863,Fairview Ave & Linden St,341,285,56,626,0.14105793450881612,0.03981175273467311
864,Featherbed Ln & Jerome Ave,106,110,-4,216,-0.017467248908296942,0.013736962604935132
865,Featherbed Ln & Nelson Ave,164,162,2,326,0.005037783375314861,0.020732638005596542
866,Flatbush Ave & Eastern Pkwy,133,101,32,234,0.08060453400503778,0.014881709488679725
867,Flatbush Ave & Ocean Ave,1377,1362,15,2739,0.037783375314861464,0.1741923174764691
868,Flushing Ave & Vanderbilt Ave,1584,1606,-22,3190,-0.09606986899563319,0.20287458661918087
869,Flushing Ave & Woodward Ave,409,414,-5,823,-0.021834061135371178,0.05234037140676673
870,Forest Ave & Summerfield St,462,458,4,920,0.010075566750629723,0.05850928516916815
871,Forsyth St & Broome St,2284,2334,-50,4618,-0.2183406113537118,0.29369117272958534
872,Forsyth St & Canal St,2299,2330,-31,4629,-0.13537117903930132,0.2943907402696515
873,Forsyth St & Grand St,3722,3730,-8,7452,-0.034934497816593885,0.47392520987026204
874,Fort Washington Ave & W 173 St,250,241,9,491,0.022670025188916875,0.031226151106588655
875,Fort Washington Ave & W 183 St,262,202,60,464,0.15113350125944586,0.02950903078097176
876,Franklin Ave & E 169 St,270,263,7,533,0.017632241813602016,0.03389722716865937
877,Franklin Ave & Myrtle Ave,515,516,-1,1031,-0.004366812227074236,0.06556855761892648
878,Franklin Ave & St Marks Ave,1172,989,183,2161,0.4609571788413098,0.13743322309844824
879,Franklin St & Dupont St,2036,2043,-7,4079,-0.03056768558951965,0.2594123632663444
880,Franklin St & W Broadway,886,898,-12,1784,-0.05240174672489083,0.11345713558890867
881,Frederick Douglass Blvd & Harlem River Dr,158,154,4,312,0.010075566750629723,0.019842279318239633
882,Frederick Douglass Blvd & W 112 St,2018,2000,18,4018,0.04534005037783375,0.2555329432714322
883,Frederick Douglass Blvd & W 115 St,1335,1326,9,2661,0.022670025188916875,0.16923174764690918
884,Frederick Douglass Blvd & W 117 St,2093,2089,4,4182,0.010075566750629723,0.2659628593233274
885,Frederick Douglass Blvd & W 129 St,431,421,10,852,0.02518891687657431,0.054184685830577464
886,Frederick Douglass Blvd & W 139 St,356,362,-6,718,-0.026200873362445413,0.045662681251589926
887,Frederick Douglass Blvd & W 145 St,523,520,3,1043,0.007556675062972292,0.06633172220808954
888,Freeman St & Reverend James A Polite Ave,60,65,-5,125,-0.021834061135371178,0.007949631137115238
889,Freeman St & Southern Blvd,190,190,0,380,0.0,0.024166878656830322
890,Front St & Gold St,596,603,-7,1199,-0.03056768558951965,0.07625286186720936
891,Front St & Jay St,1421,1434,-13,2855,-0.056768558951965066,0.18156957517171204
892,Frost St & Debevoise Ave,306,297,9,603,0.022670025188916875,0.03834902060544391
893,Frost St & Meeker Ave,551,556,-5,1107,-0.021834061135371178,0.07040193335029254
894,Ft. Hamilton Pkwy & E 2 St,322,333,-11,655,-0.048034934497816595,0.04165606715848385
895,Ft. Hamilton Pkwy & E 5 St,312,318,-6,630,-0.026200873362445413,0.0400661409310608
896,Ft. Washington Ave & W 190 St,102,96,6,198,0.015113350125944584,0.012592215721190536
897,Fulton Ave & E 168 St,234,230,4,464,0.010075566750629723,0.02950903078097176
898,Fulton Ave & E 172 St,215,210,5,425,0.012594458438287154,0.02702874586619181
899,Fulton Ave & St. Paul's Pl,310,314,-4,624,-0.017467248908296942,0.03968455863647927
900,Fulton St & Adams St,1797,1850,-53,3647,-0.2314410480349345,0.23193843805647418
901,Fulton St & Broadway,1696,1729,-33,3425,-0.14410480349344978,0.21781989315695752
902,Fulton St & Clermont Ave,712,692,20,1404,0.05037783375314862,0.08929025693207836
903,Fulton St & Irving Pl,979,992,-13,1971,-0.056768558951965066,0.12534978377003306
904,Fulton St & Saratoga Ave,71,74,-3,145,-0.013100436681222707,0.009221572119053676
905,Fulton St & Utica Ave,459,458,1,917,0.0025188916876574307,0.05831849402187739
906,Fulton St & Waverly Ave,1361,1355,6,2716,0.015113350125944584,0.1727295853472399
907,Fulton St & William St,1370,1378,-8,2748,-0.034934497816593885,0.17476469091834138
908,Gansevoort St & Hudson St,1744,1758,-14,3502,-0.0611353711790393,0.22271686593742052
909,Garfield Pl & 8 Ave,1202,1208,-6,2410,-0.026200873362445413,0.1532688883235818
910,Garrison Ave & Manida St,63,57,6,120,0.015113350125944584,0.007631645891630628
911,George St & Wilson Ave,535,534,1,1069,0.0025188916876574307,0.06798524548460952
912,Gerard Ave & E 146 St,134,141,-7,275,-0.03056768558951965,0.017489188501653524
913,Gerard Ave & E 164 St,128,120,8,248,0.020151133501259445,0.015772068176036633
914,Gerard Ave & E 165 St,90,85,5,175,0.012594458438287154,0.011129483591961333
915,Gerard Ave & McClellan St,97,93,4,190,0.010075566750629723,0.012083439328415161
916,Goble Pl & Macombs Rd,220,234,-14,454,-0.0611353711790393,0.028873060290002545
917,Goulden Ave & Bedford Park Blvd W,84,92,-8,176,-0.034934497816593885,0.011193080641058254
918,Goulden Ave & W 197 St,95,91,4,186,0.010075566750629723,0.011829051132027474
919,Goulden Ave & W 205 St,227,238,-11,465,-0.048034934497816595,0.029572627830068685
920,Graham Ave & Conselyea St,1779,1776,3,3555,0.007556675062972292,0.22608750953955736
921,Graham Ave & Grand St,1226,1230,-4,2456,-0.017467248908296942,0.1561943525820402
922,Graham Ave & Herbert St,458,452,6,910,0.015113350125944584,0.05787331467819893
923,Graham Ave & Withers St,789,783,6,1572,0.015113350125944584,0.09997456118036123
924,Gramercy Park N & Gramercy Park E,2078,2080,-2,4158,-0.008733624454148471,0.2644365301450013
925,Grand Army Plaza & Central Park S,4624,4683,-59,9307,-0.2576419213973799,0.5918977359450521
926,Grand Army Plaza & Plaza St West,1139,1110,29,2249,0.07304785894206549,0.14302976341897736
927,Grand Ave & Bergen St,1115,1070,45,2185,0.11335012594458438,0.13895955227677437
928,Grand Ave & W 181 St,179,185,-6,364,-0.026200873362445413,0.02314932587127957
929,Grand Ave & W Fordham Rd,152,141,11,293,0.027707808564231738,0.018633935385398117
930,Grand Concourse & E 144 St,459,465,-6,924,-0.026200873362445413,0.05876367336555584
931,Grand Concourse & E 156 St,253,246,7,499,0.017632241813602016,0.03173492749936403
932,Grand Concourse & E 161 St,679,684,-5,1363,-0.021834061135371178,0.08668277791910456
933,Grand Concourse & E 164 St,348,339,9,687,0.022670025188916875,0.043691172729585344
934,Grand Concourse & E 166 St,426,419,7,845,0.017632241813602016,0.05373950648689901
935,Grand Concourse & E 167 St,432,419,13,851,0.0327455919395466,0.05412108878148054
936,Grand Concourse & E 171 St,205,188,17,393,0.042821158690176324,0.024993640295090307
937,Grand Concourse & E 175 St,77,55,22,132,0.055415617128463476,0.00839481048079369
938,Grand Concourse & E 192 St,169,163,6,332,0.015113350125944584,0.021114220300178073
939,Grand Concourse & E 196 St,221,210,11,431,0.027707808564231738,0.02741032816077334
940,Grand Concourse & E 197 St,210,212,-2,422,-0.008733624454148471,0.026837954718901044
941,Grand Concourse & E 199 St,147,140,7,287,0.017632241813602016,0.018252353090816586
942,Grand Concourse & E 203 St,69,68,1,137,0.0025188916876574307,0.0087127957262783
943,Grand Concourse & E 205 St,117,122,-5,239,-0.021834061135371178,0.015199694734164335
944,Grand Concourse & E Mosholu Pkwy S,58,64,-6,122,-0.026200873362445413,0.007758839989824472
945,Grand Concourse & East Mount Eden Ave,300,304,-4,604,-0.017467248908296942,0.03841261765454083
946,Grand St & Elizabeth St,4331,4353,-22,8684,-0.09606986899563319,0.5522767743576698
947,Grand St & Greene St,1658,1687,-29,3345,-0.12663755458515283,0.21273212922920376
948,Grand St & Havemeyer St,1427,1441,-14,2868,-0.0611353711790393,0.18239633680997203
949,Grand St & Samuel Dickstein Plaza,2132,1963,169,4095,0.4256926952141058,0.2604299160518952
950,Great Jones St,3647,3668,-21,7315,-0.09170305676855896,0.46521241414398373
951,Green St & McGuinness Blvd,245,238,7,483,0.017632241813602016,0.030717374713813278
952,Greene Av & Myrtle Av,529,554,-25,1083,-0.1091703056768559,0.06887560417196642
953,Greene Ave & Grandview Ave,358,360,-2,718,-0.008733624454148471,0.045662681251589926
954,Greene Ave & Nostrand Ave,859,823,36,1682,0.0906801007556675,0.10697023658102264
955,Greene Ave & Throop Ave,831,821,10,1652,0.02518891687657431,0.10506232510811499
956,Greene St & Prince St,1563,1603,-40,3166,-0.17467248908296942,0.20134825744085474
957,Greenpoint Ave & 47 St,318,321,-3,639,-0.013100436681222707,0.040638514372933095
958,Greenpoint Ave & Manhattan Ave,1396,1402,-6,2798,-0.026200873362445413,0.1779445433731875
959,Greenwich Ave & 8 Ave,1682,1725,-43,3407,-0.18777292576419213,0.2166751462732129
960,Greenwich St & Hubert St,1824,1931,-107,3755,-0.4672489082969432,0.23880691935894174
961,Greenwich St & Perry St,1847,1864,-17,3711,-0.07423580786026202,0.23600864919867717
962,Greenwich St & Rector St,396,436,-40,832,-0.17467248908296942,0.052912744848639025
963,Greenwich St & W Houston St,1982,2080,-98,4062,-0.4279475982532751,0.2583312134316968
964,Greenwood Ave & E 4 St,192,200,-8,392,-0.034934497816593885,0.024930043245993384
965,Grove St & Broadway,706,698,8,1404,0.020151133501259445,0.08929025693207836
966,Halsey St & Broadway,319,303,16,622,0.04030226700251889,0.03955736453828542
967,Halsey St & Evergreen Ave,203,201,2,404,0.005037783375314861,0.02569320783515645
968,Halsey St & Ralph Ave,158,153,5,311,0.012594458438287154,0.01977868226914271
