,start_station_name,start_count,end_count,deficit,popularity
55,3 Ave & E 95 St,808.0,817,-9.0,1625.0
56,3 Ave & Schermerhorn St,968.0,1058,-90.0,2026.0
57,3 St & 3 Ave,875.0,886,-11.0,1761.0
58,3 St & 7 Ave,1158.0,1168,-10.0,2326.0
59,3 St & Hoyt St,575.0,587,-12.0,1162.0
60,3 St & Prospect Park West,1447.0,1272,175.0,2719.0
61,30 Ave & 21 St,207.0,210,-3.0,417.0
62,31 Ave & 14 St,197.0,206,-9.0,403.0
63,31 Ave & 30 St,356.0,358,-2.0,714.0
64,31 Ave & 34 St,558.0,552,6.0,1110.0
65,31 Ave & Crescent St,329.0,337,-8.0,666.0
66,31 Ave & Steinway St,422.0,404,18.0,826.0
67,31 St & 23 Ave,988.0,994,-6.0,1982.0
68,31 St & Astoria Blvd,433.0,433,0.0,866.0
69,31 St & Broadway,844.0,827,17.0,1671.0
70,31 St & Hoyt Ave N,271.0,270,1.0,541.0
71,31 St & Newtown Ave,783.0,775,8.0,1558.0
72,31 St & Northern Blvd,221.0,218,3.0,439.0
73,31 St & Thomson Ave,362.0,368,-6.0,730.0
74,34 Ave & 13 St,125.0,135,-10.0,260.0
75,34 Ave & 21 St,218.0,228,-10.0,446.0
76,34 Ave & 38 St,884.0,915,-31.0,1799.0
77,34 St & 35 Ave,358.0,358,0.0,716.0
78,35 Ave & 10 St,233.0,238,-5.0,471.0
79,35 Ave & 37 St,391.0,369,22.0,760.0
80,35 St & 34 Ave,267.0,272,-5.0,539.0
81,35 St & Broadway,365.0,358,7.0,723.0
82,36 Ave & 10 St,216.0,220,-4.0,436.0
83,36 Ave & 31 St,324.0,317,7.0,641.0
84,37 Ave & 35 St,259.0,254,5.0,513.0
85,37 St & 24 Ave,227.0,228,-1.0,455.0
86,39 St & 2 Ave - Citi Bike HQ at Industry City,181.0,206,-25.0,387.0
87,4 Ave & 2 St,352.0,362,-10.0,714.0
88,4 Ave & 9 St,585.0,610,-25.0,1195.0
89,40 Ave & 9 St,185.0,195,-10.0,380.0
90,40 Ave & Crescent St,143.0,141,2.0,284.0
91,43 St & Broadway,528.0,530,-2.0,1058.0
92,44 Dr & 21 St,791.0,801,-10.0,1592.0
93,44 Dr & Jackson Ave,897.0,898,-1.0,1795.0
94,45 Rd & 11 St,885.0,870,15.0,1755.0
95,46 Ave & 5 St,1218.0,1199,19.0,2417.0
96,47 Ave & 31 St,296.0,284,12.0,580.0
97,47 Ave & Skillman Ave,63.0,64,-1.0,127.0
98,48 Ave & 30 Pl,171.0,170,1.0,341.0
99,48 Ave & 5 St,290.0,296,-6.0,586.0
100,49 Ave & 21 St,349.0,334,15.0,683.0
101,5 Ave & 3 St,1035.0,1048,-13.0,2083.0
102,5 Ave & E 103 St,1553.0,1562,-9.0,3115.0
103,5 Ave & E 126 St,331.0,338,-7.0,669.0
104,5 Ave & E 29 St,3986.0,3983,3.0,7969.0
105,5 Ave & E 63 St,836.0,784,52.0,1620.0
106,5 Ave & E 73 St,2599.0,2590,9.0,5189.0
107,5 Ave & E 78 St,2432.0,2360,72.0,4792.0
108,5 Ave & E 88 St,3100.0,3113,-13.0,6213.0
109,5 Ave & E 93 St,1126.0,1149,-23.0,2275.0
110,5 St & 51 Ave,251.0,237,14.0,488.0
111,5 St & 6 Ave,536.0,538,-2.0,1074.0
112,5 St & Market St,329.0,331,-2.0,660.0
113,58th St Depot,1.0,1,0.0,2.0
114,6 Ave & 12 St,656.0,659,-3.0,1315.0
115,6 Ave & 9 St,1103.0,1091,12.0,2194.0
116,6 Ave & Broome St,2596.0,2676,-80.0,5272.0
117,6 Ave & Canal St,3064.0,3726,-662.0,6790.0
118,6 Ave & Spring St,446.0,468,-22.0,914.0
119,6 Ave & W 33 St,5693.0,5751,-58.0,11444.0
120,6 St & 7 Ave,668.0,641,27.0,1309.0
121,7 Ave & Central Park South,2796.0,2749,47.0,5545.0
122,7 Ave & Park Pl,1611.0,1607,4.0,3218.0
123,7 St & 3 Ave,437.0,446,-9.0,883.0
124,7 St & 5 Ave,457.0,459,-2.0,916.0
125,8 Ave & W 31 St,8566.0,8589,-23.0,17155.0
126,8 Ave & W 33 St,7020.0,7045,-25.0,14065.0
127,8 Ave & W 52 St,3688.0,3721,-33.0,7409.0
128,9 Ave & W 22 St,4735.0,4892,-157.0,9627.0
129,9 Ave & W 28 St,3016.0,3039,-23.0,6055.0
130,9 Ave & W 45 St,4378.0,4376,2.0,8754.0
131,9 St & 44 Rd,265.0,270,-5.0,535.0
132,Adam Clayton Powell Blvd & W 115 St,383.0,404,-21.0,787.0
133,Adam Clayton Powell Blvd & W 118 St,516.0,525,-9.0,1041.0
134,Adam Clayton Powell Blvd & W 123 St,616.0,629,-13.0,1245.0
135,Adam Clayton Powell Blvd & W 126 St,550.0,555,-5.0,1105.0
136,Adelphi St & Myrtle Ave,1444.0,1389,55.0,2833.0
137,Albany Ave & Fulton St,201.0,208,-7.0,409.0
138,Allen St & Hester St,3484.0,3495,-11.0,6979.0
139,Allen St & Rivington St,3509.0,3484,25.0,6993.0
140,Allen St & Stanton St,4172.0,4208,-36.0,8380.0
141,Amsterdam Ave & W 119 St,649.0,610,39.0,1259.0
142,Amsterdam Ave & W 125 St,563.0,589,-26.0,1152.0
143,Amsterdam Ave & W 66 St,1283.0,1284,-1.0,2567.0
144,Amsterdam Ave & W 73 St,3930.0,3871,59.0,7801.0
145,Amsterdam Ave & W 79 St,2272.0,2241,31.0,4513.0
146,Amsterdam Ave & W 82 St,2364.0,2265,99.0,4629.0
147,Astoria Park S & Shore Blvd,289.0,297,-8.0,586.0
148,Atlantic Ave & Fort Greene Pl,1069.0,1429,-360.0,2498.0
149,Atlantic Ave & Furman St,1327.0,1501,-174.0,2828.0
150,Avenue C & E 18 St,1207.0,1101,106.0,2308.0
151,Avenue D & E 12 St,999.0,852,147.0,1851.0
152,Avenue D & E 3 St,2020.0,2015,5.0,4035.0
153,Avenue D & E 8 St,1576.0,1447,129.0,3023.0
154,Baltic St & 5 Ave,928.0,954,-26.0,1882.0
155,Bank St & Hudson St,2523.0,2525,-2.0,5048.0
156,Bank St & Washington St,2162.0,2161,1.0,4323.0
157,Banker St & Meserole Ave,1160.0,1169,-9.0,2329.0
158,Barclay St & Church St,1574.0,1612,-38.0,3186.0
159,Barrow St & Hudson St,4093.0,4153,-60.0,8246.0
160,Bayard St & Baxter St,2490.0,2505,-15.0,4995.0
161,Bayard St & Leonard St,769.0,746,23.0,1515.0
162,Bedford Ave & Bergen St,851.0,840,11.0,1691.0
163,Bedford Ave & Nassau Ave,1713.0,1769,-56.0,3482.0
164,Bedford Ave & S 9 St,454.0,395,59.0,849.0
165,Bergen St & Flatbush Ave,936.0,982,-46.0,1918.0
166,Bergen St & Smith St,2300.0,2390,-90.0,4690.0
167,Bergen St & Vanderbilt Ave,1143.0,1070,73.0,2213.0
168,Berkeley Pl & 6 Ave,660.0,674,-14.0,1334.0
169,Berkeley Pl & 7 Ave,1565.0,1586,-21.0,3151.0
170,Berry St & N 8 St,1793.0,1831,-38.0,3624.0
171,Bialystoker Pl & Delancey St,1472.0,1327,145.0,2799.0
172,Boerum St & Broadway,500.0,499,1.0,999.0
173,Bond St & Bergen St,838.0,879,-41.0,1717.0
174,Bond St & Fulton St,1452.0,2066,-614.0,3518.0
175,Broad St & Bridge St,590.0,588,2.0,1178.0
176,Broadway & 12 St,299.0,315,-16.0,614.0
177,Broadway & Battery Pl,2961.0,3457,-496.0,6418.0
178,Broadway & Berry St,1780.0,1768,12.0,3548.0
179,Broadway & E 14 St,7085.0,7177,-92.0,14262.0
180,Broadway & E 22 St,8012.0,8559,-547.0,16571.0
181,Broadway & Moylan Pl,957.0,979,-22.0,1936.0
182,Broadway & Roebling St,1559.0,1457,102.0,3016.0
183,Broadway & W 122 St,491.0,487,4.0,978.0
184,Broadway & W 25 St,5896.0,5914,-18.0,11810.0
185,Broadway & W 29 St,4341.0,4361,-20.0,8702.0
186,Broadway & W 32 St,4444.0,4348,96.0,8792.0
187,Broadway & W 36 St,3038.0,3043,-5.0,6081.0
188,Broadway & W 37 St,1795.0,1759,36.0,3554.0
189,Broadway & W 38 St,3014.0,3030,-16.0,6044.0
190,Broadway & W 41 St,5659.0,5647,12.0,11306.0
191,Broadway & W 49 St,4738.0,4683,55.0,9421.0
192,Broadway & W 51 St,2786.0,2744,42.0,5530.0
193,Broadway & W 53 St,2733.0,2711,22.0,5444.0
194,Broadway & W 56 St,5365.0,5252,113.0,10617.0
195,Broadway & W 60 St,6211.0,5913,298.0,12124.0
196,Broadway & Whipple St,619.0,636,-17.0,1255.0
197,Bus Slip & State St,1340.0,1416,-76.0,2756.0
198,Bushwick Ave & Powers St,780.0,741,39.0,1521.0
199,Butler St & Court St,708.0,707,1.0,1415.0
200,Cadman Plaza E & Johnson St,753.0,712,41.0,1465.0
201,Cadman Plaza E & Red Cross Pl,1482.0,1495,-13.0,2977.0
202,Cadman Plaza West & Montague St,1512.0,1389,123.0,2901.0
203,Cambridge Pl & Gates Ave,590.0,561,29.0,1151.0
204,Canal St & Rutgers St,3958.0,3969,-11.0,7927.0
205,Carlton Ave & Dean St,959.0,922,37.0,1881.0
206,Carlton Ave & Flushing Ave,798.0,961,-163.0,1759.0
207,Carlton Ave & Park Ave,683.0,727,-44.0,1410.0
208,Carmine St & 6 Ave,5340.0,5579,-239.0,10919.0
209,Carroll St & 5 Ave,807.0,830,-23.0,1637.0
210,Carroll St & 6 Ave,1195.0,1192,3.0,2387.0
211,Carroll St & Bond St,840.0,849,-9.0,1689.0
212,Carroll St & Columbia St,686.0,693,-7.0,1379.0
213,Carroll St & Franklin Ave,150.0,146,4.0,296.0
214,Carroll St & Smith St,1449.0,1461,-12.0,2910.0
215,Carroll St & Washington Ave,237.0,245,-8.0,482.0
216,Cathedral Pkwy & Broadway,1393.0,1239,154.0,2632.0
217,Catherine St & Monroe St,1719.0,1737,-18.0,3456.0
218,Center Blvd & 48 Ave,461.0,465,-4.0,926.0
219,Center Blvd & 51 Ave,426.0,424,2.0,850.0
220,Central Park North & Adam Clayton Powell Blvd,2001.0,2082,-81.0,4083.0
221,Central Park S & 6 Ave,4031.0,3972,59.0,8003.0
222,Central Park W & W 96 St,2522.0,2008,514.0,4530.0
223,Central Park West & W 100 St,1374.0,1302,72.0,2676.0
224,Central Park West & W 102 St,713.0,680,33.0,1393.0
225,Central Park West & W 68 St,3312.0,2922,390.0,6234.0
226,Central Park West & W 72 St,3811.0,3611,200.0,7422.0
227,Central Park West & W 76 St,2499.0,2258,241.0,4757.0
228,Central Park West & W 85 St,2949.0,2812,137.0,5761.0
229,Centre St & Chambers St,3694.0,3658,36.0,7352.0
230,Centre St & Worth St,1504.0,1493,11.0,2997.0
231,Cherry St,1416.0,1411,5.0,2827.0
232,Christopher St & Greenwich St,5721.0,5852,-131.0,11573.0
233,Clark St & Henry St,2393.0,1814,579.0,4207.0
234,Classon Ave & St Marks Ave,1056.0,1020,36.0,2076.0
235,Clermont Ave & Lafayette Ave,858.0,707,151.0,1565.0
236,Clermont Ave & Park Ave,656.0,666,-10.0,1322.0
237,Cleveland Pl & Spring St,5211.0,5213,-2.0,10424.0
238,Cliff St & Fulton St,2053.0,2062,-9.0,4115.0
239,Clinton Ave & Flushing Ave,590.0,726,-136.0,1316.0
240,Clinton Ave & Myrtle Ave,1860.0,1847,13.0,3707.0
241,Clinton St & 4 Place,663.0,669,-6.0,1332.0
242,Clinton St & Centre St,188.0,204,-16.0,392.0
243,Clinton St & Grand St,3735.0,3738,-3.0,7473.0
244,Clinton St & Joralemon St,1750.0,1728,22.0,3478.0
245,Clinton St & Union St,912.0,931,-19.0,1843.0
246,Coffey St & Conover St,313.0,315,-2.0,628.0
247,Columbia Heights & Cranberry St,562.0,469,93.0,1031.0
248,Columbia St & Degraw St,689.0,706,-17.0,1395.0
249,Columbia St & Kane St,581.0,593,-12.0,1174.0
250,Columbia St & Lorraine St,125.0,144,-19.0,269.0
251,Columbia St & Rivington St,1770.0,1757,13.0,3527.0
252,Columbia St & W 9 St,238.0,262,-24.0,500.0
253,Columbus Ave & W 103 St,457.0,432,25.0,889.0
254,Columbus Ave & W 72 St,4162.0,3478,684.0,7640.0
255,Columbus Ave & W 95 St,2554.0,2383,171.0,4937.0
256,Commerce St & Van Brunt St,219.0,233,-14.0,452.0
257,Concord St & Bridge St,553.0,554,-1.0,1107.0
258,Congress St & Clinton St,1105.0,1130,-25.0,2235.0
259,Cooper Square & Astor Pl,5400.0,5927,-527.0,11327.0
260,Court St & Nelson St,503.0,503,0.0,1006.0
261,Court St & State St,1793.0,1805,-12.0,3598.0
262,Crescent St & 30 Ave,292.0,293,-1.0,585.0
263,Crescent St & 34 Ave,323.0,324,-1.0,647.0
264,Crescent St & 35 Ave,213.0,210,3.0,423.0
265,Crescent St & Broadway,454.0,454,0.0,908.0
266,Crescent St & Ditmars Blvd,201.0,201,0.0,402.0
267,Crown St & Bedford Ave,250.0,251,-1.0,501.0
268,Cumberland St & Lafayette Ave,1179.0,1037,142.0,2216.0
269,DeKalb Ave & Hudson Ave,1714.0,2559,-845.0,4273.0
270,DeKalb Ave & S Portland Ave,1092.0,1027,65.0,2119.0
271,DeKalb Ave & Skillman St,455.0,454,1.0,909.0
272,DeKalb Ave & Vanderbilt Ave,1479.0,1173,306.0,2652.0
273,Dean St & 4 Ave,1713.0,1779,-66.0,3492.0
274,Dean St & Franklin Ave,692.0,681,11.0,1373.0
275,Dean St & Hoyt St,639.0,674,-35.0,1313.0
276,Degraw St & Hoyt St,620.0,627,-7.0,1247.0
277,Degraw St & Smith St,800.0,817,-17.0,1617.0
278,Devoe St & Lorimer St,925.0,909,16.0,1834.0
279,Ditmars Blvd & 19 St,364.0,359,5.0,723.0
280,Division Av & Hooper St,537.0,512,25.0,1049.0
281,Division Ave & Marcy Ave,335.0,320,15.0,655.0
282,Division St & Bowery,2329.0,2327,2.0,4656.0
283,Douglass St & 3 Ave,1061.0,1091,-30.0,2152.0
284,Douglass St & 4 Ave,726.0,752,-26.0,1478.0
285,Driggs Ave & Lorimer St,796.0,792,4.0,1588.0
286,Driggs Ave & N 9 St,2184.0,2219,-35.0,4403.0
287,Driggs Ave & N Henry St,1175.0,1146,29.0,2321.0
288,Duane St & Greenwich St,1375.0,1381,-6.0,2756.0
289,Duffield St & Willoughby St,1347.0,1356,-9.0,2703.0
290,Dwight St & Van Dyke St,179.0,203,-24.0,382.0
291,E 10 St & 5 Ave,2298.0,2301,-3.0,4599.0
292,E 10 St & Avenue A,4599.0,4721,-122.0,9320.0
293,E 102 St & 1 Ave,1341.0,1363,-22.0,2704.0
294,E 102 St & Park Ave,528.0,510,18.0,1038.0
295,E 103 St & Lexington Ave,772.0,788,-16.0,1560.0
296,E 106 St & 1 Ave,393.0,417,-24.0,810.0
297,E 106 St & Lexington Ave,460.0,456,4.0,916.0
298,E 106 St & Madison Ave,586.0,589,-3.0,1175.0
299,E 109 St & 3 Ave,627.0,642,-15.0,1269.0
300,E 11 St & 1 Ave,4333.0,4329,4.0,8662.0
301,E 11 St & 2 Ave,4289.0,4301,-12.0,8590.0
302,E 11 St & Avenue B,3295.0,3077,218.0,6372.0
303,E 11 St & Broadway,2021.0,2014,7.0,4035.0
304,E 110 St & Madison Ave,1070.0,1054,16.0,2124.0
305,E 114 St & 1 Ave,375.0,380,-5.0,755.0
306,E 115 St & Lexington Ave,538.0,556,-18.0,1094.0
307,E 115 St & Madison Ave,366.0,382,-16.0,748.0
308,E 116 St & 2 Ave,404.0,417,-13.0,821.0
309,E 118 St & 1 Ave,609.0,627,-18.0,1236.0
310,E 118 St & 3 Ave,439.0,466,-27.0,905.0
311,E 118 St & Madison Ave,511.0,511,0.0,1022.0
312,E 118 St & Park Ave,196.0,204,-8.0,400.0
313,E 12 St & 3 Ave,1494.0,1527,-33.0,3021.0
314,E 123 St & Lexington Ave,443.0,438,5.0,881.0
315,E 128 St & Madison Ave,383.0,380,3.0,763.0
316,E 13 St & Avenue A,5429.0,5297,132.0,10726.0
317,E 15 St & 3 Ave,4474.0,4469,5.0,8943.0
318,E 16 St & 5 Ave,4238.0,4226,12.0,8464.0
319,E 16 St & Irving Pl,2925.0,2925,0.0,5850.0
320,E 17 St & Broadway,8089.0,8180,-91.0,16269.0
321,E 19 St & 3 Ave,3047.0,2994,53.0,6041.0
322,E 2 St & 2 Ave,3336.0,3317,19.0,6653.0
323,E 2 St & Avenue A,3582.0,3601,-19.0,7183.0
324,E 2 St & Avenue B,3522.0,3436,86.0,6958.0
325,E 2 St & Avenue C,2497.0,2495,2.0,4992.0
326,E 20 St & 2 Ave,4392.0,4246,146.0,8638.0
327,E 20 St & FDR Drive,4196.0,4065,131.0,8261.0
328,E 20 St & Park Ave,3622.0,3650,-28.0,7272.0
329,E 23 St & 1 Ave,4187.0,4197,-10.0,8384.0
330,E 24 St & Park Ave S,4836.0,4810,26.0,9646.0
331,E 25 St & 1 Ave,2928.0,2937,-9.0,5865.0
332,E 25 St & 2 Ave,4380.0,4374,6.0,8754.0
333,E 27 St & 1 Ave,3139.0,3042,97.0,6181.0
334,E 30 St & Park Ave S,3224.0,3238,-14.0,6462.0
335,E 31 St & 3 Ave,4131.0,4125,6.0,8256.0
336,E 32 St & Park Ave,4823.0,4721,102.0,9544.0
337,E 33 St & 1 Ave,4467.0,4384,83.0,8851.0
338,E 33 St & 5 Ave,3591.0,3587,4.0,7178.0
339,E 39 St & 2 Ave,4049.0,4017,32.0,8066.0
340,E 39 St & 3 Ave,3524.0,3528,-4.0,7052.0
341,E 4 St & 2 Ave,3857.0,3956,-99.0,7813.0
342,E 41 St & Madison Ave,3472.0,3467,5.0,6939.0
343,E 43 St & 2 Ave,1382.0,1381,1.0,2763.0
344,E 43 St & 5 Ave,2534.0,2517,17.0,5051.0
345,E 45 St & 3 Ave,2669.0,2666,3.0,5335.0
346,E 47 St & 1 Ave,1435.0,1449,-14.0,2884.0
347,E 47 St & 2 Ave,2359.0,2346,13.0,4705.0
348,E 47 St & Park Ave,6109.0,6097,12.0,12206.0
349,E 48 St & 3 Ave,1850.0,1770,80.0,3620.0
350,E 48 St & 5 Ave,4002.0,4011,-9.0,8013.0
351,E 5 St & Avenue C,2011.0,1957,54.0,3968.0
352,E 51 St & 1 Ave,1693.0,1664,29.0,3357.0
353,E 51 St & Lexington Ave,2414.0,2428,-14.0,4842.0
354,E 52 St & 2 Ave,2129.0,2141,-12.0,4270.0
355,E 53 St & 3 Ave,2378.0,2388,-10.0,4766.0
356,E 53 St & Madison Ave,2421.0,2435,-14.0,4856.0
357,E 55 St & 2 Ave,2361.0,2382,-21.0,4743.0
358,E 55 St & 3 Ave,2241.0,2233,8.0,4474.0
359,E 55 St & Lexington Ave,1778.0,1766,12.0,3544.0
360,E 58 St &  1 Ave (NW Corner),857.0,864,-7.0,1721.0
361,E 58 St & 1 Ave (NE Corner),1276.0,1280,-4.0,2556.0
362,E 58 St & 3 Ave,2958.0,2972,-14.0,5930.0
363,E 58 St & Madison Ave,1636.0,1595,41.0,3231.0
364,E 59 St & Madison Ave,1813.0,1820,-7.0,3633.0
365,E 6 St & Avenue B,3792.0,3846,-54.0,7638.0
366,E 6 St & Avenue D,2134.0,2084,50.0,4218.0
367,E 60 St & York Ave,798.0,805,-7.0,1603.0
368,E 65 St & 2 Ave,1255.0,1261,-6.0,2516.0
369,E 66 St & Madison Ave,743.0,752,-9.0,1495.0
370,E 67 St & Park Ave,827.0,820,7.0,1647.0
371,E 68 St & 3 Ave,1033.0,1032,1.0,2065.0
372,E 68 St & Madison Ave,783.0,797,-14.0,1580.0
373,E 7 St & Avenue A,4895.0,4427,468.0,9322.0
374,E 72 St & Park Ave,1204.0,1228,-24.0,2432.0
375,E 72 St & York Ave,2685.0,2691,-6.0,5376.0
376,E 74 St & 1 Ave,1987.0,1988,-1.0,3975.0
377,E 75 St & 3 Ave,1293.0,1298,-5.0,2591.0
378,E 76 St & Park Ave,1229.0,1250,-21.0,2479.0
379,E 77 St & 3 Ave,1387.0,1405,-18.0,2792.0
380,E 78 St & 2 Ave,1120.0,1107,13.0,2227.0
381,E 81 St & 2 Ave,1353.0,1357,-4.0,2710.0
382,E 81 St & 3 Ave,1234.0,1250,-16.0,2484.0
383,E 81 St & Park Ave,629.0,630,-1.0,1259.0
384,E 81 St & York Ave,1457.0,1455,2.0,2912.0
385,E 82 St & East End Ave,851.0,849,2.0,1700.0
386,E 84 St & 1 Ave,1786.0,1813,-27.0,3599.0
387,E 84 St & 3 Ave,1906.0,1922,-16.0,3828.0
388,E 84 St & Park Ave,1326.0,1330,-4.0,2656.0
389,E 85 St & York Ave,1038.0,995,43.0,2033.0
390,E 88 St & 1 Ave,1391.0,1380,11.0,2771.0
391,E 88 St & Park Ave,965.0,986,-21.0,1951.0
392,E 89 St & 3 Ave,1415.0,1423,-8.0,2838.0
393,E 89 St & York Ave,998.0,998,0.0,1996.0
394,E 9 St & Avenue C,2991.0,2934,57.0,5925.0
395,E 91 St & 2 Ave,1602.0,1598,4.0,3200.0
396,E 91 St & Park Ave,992.0,1006,-14.0,1998.0
397,E 93 St & 2 Ave,824.0,893,-69.0,1717.0
398,E 97 St & 3 Ave,384.0,382,2.0,766.0
399,E 97 St & Madison Ave,1270.0,1293,-23.0,2563.0
400,E 98 St & Park Ave,405.0,409,-4.0,814.0
401,East End Ave & E 86 St,548.0,556,-8.0,1104.0
402,Eastern Pkwy & Franklin Ave,1422.0,1171,251.0,2593.0
403,Eastern Pkwy & Washington Ave,941.0,660,281.0,1601.0
404,Eckford St & Engert Ave,459.0,455,4.0,914.0
405,Emerson Pl & Myrtle Ave,869.0,980,-111.0,1849.0
406,FDR Drive & E 35 St,2690.0,2996,-306.0,5686.0
407,Flushing Ave & Vanderbilt Ave,1057.0,1101,-44.0,2158.0
408,Forsyth St & Broome St,3563.0,3587,-24.0,7150.0
409,Forsyth St & Canal St,2746.0,2769,-23.0,5515.0
410,Franklin Ave & Empire Blvd,744.0,779,-35.0,1523.0
411,Franklin Ave & Myrtle Ave,432.0,437,-5.0,869.0
412,Franklin Ave & St Marks Ave,580.0,560,20.0,1140.0
413,Franklin St & Dupont St,747.0,766,-19.0,1513.0
414,Franklin St & W Broadway,1809.0,1814,-5.0,3623.0
415,Frederick Douglass Blvd & W 112 St,1306.0,1362,-56.0,2668.0
416,Frederick Douglass Blvd & W 115 St,896.0,948,-52.0,1844.0
417,Frederick Douglass Blvd & W 117 St,1198.0,1236,-38.0,2434.0
418,Frederick Douglass Blvd & W 129 St,389.0,407,-18.0,796.0
419,Front St & Gold St,835.0,865,-30.0,1700.0
420,Front St & Maiden Ln,1665.0,1695,-30.0,3360.0
421,Front St & Washington St,2152.0,2275,-123.0,4427.0
422,Frost St & Meeker Ave,337.0,343,-6.0,680.0
423,Fulton St & Adams St,2179.0,2072,107.0,4251.0
424,Fulton St & Broadway,3192.0,3200,-8.0,6392.0
425,Fulton St & Clermont Ave,543.0,467,76.0,1010.0
426,Fulton St & Grand Ave,846.0,809,37.0,1655.0
427,Fulton St & Rockwell Pl,830.0,1009,-179.0,1839.0
428,Fulton St & Utica Ave,376.0,378,-2.0,754.0
429,Fulton St & Waverly Ave,1177.0,1159,18.0,2336.0
430,Fulton St & William St,1898.0,1909,-11.0,3807.0
431,Gansevoort St & Hudson St,4054.0,4127,-73.0,8181.0
432,Garfield Pl & 8 Ave,1028.0,996,32.0,2024.0
433,Graham Ave & Conselyea St,1693.0,1682,11.0,3375.0
434,Graham Ave & Grand St,873.0,828,45.0,1701.0
435,Graham Ave & Herbert St,473.0,441,32.0,914.0
436,Graham Ave & Withers St,773.0,735,38.0,1508.0
437,Grand Army Plaza & Central Park S,5105.0,4868,237.0,9973.0
438,Grand Army Plaza & Plaza St West,1703.0,1501,202.0,3204.0
439,Grand Ave & Bergen St,1022.0,910,112.0,1932.0
440,Grand St & Elizabeth St,5456.0,5480,-24.0,10936.0
441,Grand St & Greene St,860.0,889,-29.0,1749.0
442,Grand St & Havemeyer St,1232.0,1291,-59.0,2523.0
443,Great Jones St,5201.0,5408,-207.0,10609.0
444,Greene Ave & Nostrand Ave,486.0,476,10.0,962.0
445,Greene Ave & Throop Ave,456.0,414,42.0,870.0
446,Greenpoint Ave & Manhattan Ave,1398.0,1431,-33.0,2829.0
447,Greenwich Ave & Charles St,3005.0,3066,-61.0,6071.0
448,Greenwich St & W Houston St,3412.0,3462,-50.0,6874.0
