,start_station_name,start_count,end_count,deficit,popularity
110,31 Ave & 14 St,456.0,460.0,-4.0,916.0
111,31 Ave & 30 St,694.0,701.0,-7.0,1395.0
112,31 Ave & 34 St,874.0,885.0,-11.0,1759.0
113,31 Ave & 57 St,134.0,132.0,2.0,266.0
114,31 Ave & 61 St,129.0,126.0,3.0,255.0
115,31 Ave & Crescent St,914.0,912.0,2.0,1826.0
116,31 Ave & Steinway St,700.0,700.0,0.0,1400.0
117,31 Rd & 21 St,220.0,231.0,-11.0,451.0
118,31 St & 21 Ave,322.0,323.0,-1.0,645.0
119,31 St & 23 Ave,1170.0,1162.0,8.0,2332.0
120,31 St & Astoria Blvd,803.0,807.0,-4.0,1610.0
121,31 St & Broadway,1297.0,1308.0,-11.0,2605.0
122,31 St & Ditmars Blvd,808.0,807.0,1.0,1615.0
123,31 St & Hoyt Ave N,516.0,524.0,-8.0,1040.0
124,31 St & Newtown Ave,1442.0,1444.0,-2.0,2886.0
125,31 St & Northern Blvd,520.0,503.0,17.0,1023.0
126,31 St & Thomson Ave,742.0,732.0,10.0,1474.0
127,34 Ave & 13 St,179.0,176.0,3.0,355.0
128,34 Ave & 21 St,437.0,441.0,-4.0,878.0
129,34 Ave & 31 St,408.0,356.0,52.0,764.0
130,34 Ave & 38 St,794.0,810.0,-16.0,1604.0
131,34 Ave & 45 St,175.0,181.0,-6.0,356.0
132,34 Ave & 48 St,236.0,239.0,-3.0,475.0
133,34 St & 35 Ave,389.0,387.0,2.0,776.0
134,34 St & 38 Ave,326.0,281.0,45.0,607.0
135,34 St & 4 Ave,217.0,221.0,-4.0,438.0
136,34 St & 5 Ave,66.0,76.0,-10.0,142.0
137,34th Ave & Vernon Blvd,500.0,492.0,8.0,992.0
138,35 Ave & 10 St,317.0,314.0,3.0,631.0
139,35 Ave & 37 St,559.0,565.0,-6.0,1124.0
140,35 St & 21 Ave,174.0,176.0,-2.0,350.0
141,35 St & 23 Ave,297.0,292.0,5.0,589.0
142,35 St & 30 Ave,798.0,678.0,120.0,1476.0
143,35 St & 34 Ave,376.0,370.0,6.0,746.0
144,35 St & Broadway,584.0,591.0,-7.0,1175.0
145,36 Ave & 10 St,464.0,469.0,-5.0,933.0
146,36 Ave & 31 St,685.0,680.0,5.0,1365.0
147,36 St & 3 Ave,390.0,392.0,-2.0,782.0
148,36 St & 4 Ave,476.0,498.0,-22.0,974.0
149,36 St & Ditmars Blvd,347.0,355.0,-8.0,702.0
150,37 Ave & 35 St,209.0,200.0,9.0,409.0
151,37 St & 24 Ave,263.0,264.0,-1.0,527.0
152,38 Ave & 29 St,451.0,438.0,13.0,889.0
153,38 St & 30 Ave,990.0,984.0,6.0,1974.0
154,38 St & Northern Blvd,222.0,230.0,-8.0,452.0
155,39 St & 2 Ave,84.0,90.0,-6.0,174.0
156,4 Ave & 17 St,319.0,321.0,-2.0,640.0
157,4 Ave & 26 St,288.0,296.0,-8.0,584.0
158,4 Ave & 3 St,849.0,897.0,-48.0,1746.0
159,4 Ave & 9 St,1128.0,1157.0,-29.0,2285.0
160,4 Ave & E 12 St,3361.0,3390.0,-29.0,6751.0
161,4 Ave & Shore Road Dr,234.0,242.0,-8.0,476.0
162,40 Ave & 9 St,326.0,333.0,-7.0,659.0
163,40 Ave & Crescent St,472.0,475.0,-3.0,947.0
164,41 St & 3 Ave,39.0,43.0,-4.0,82.0
165,41 St & 4 Ave,224.0,234.0,-10.0,458.0
166,42 Pl & Northern Blvd,190.0,200.0,-10.0,390.0
167,42 St & 1 Ave,87.0,141.0,-54.0,228.0
168,43 St & 23 Ave,140.0,125.0,15.0,265.0
169,43 St & 35 Ave,70.0,73.0,-3.0,143.0
170,43 St & 37 Ave,416.0,426.0,-10.0,842.0
171,43 St & Broadway,327.0,327.0,0.0,654.0
172,44 Dr & Jackson Ave,1623.0,1623.0,0.0,3246.0
173,44 St & 2 Ave,41.0,46.0,-5.0,87.0
174,44 St & 3 Ave,83.0,85.0,-2.0,168.0
175,44 St & 6 Ave,262.0,170.0,92.0,432.0
176,45 Ave & 21 St,1438.0,1447.0,-9.0,2885.0
177,45 Rd & 11 St,787.0,794.0,-7.0,1581.0
178,45 St & 4 Ave,290.0,295.0,-5.0,585.0
179,46 Ave & 5 St,1900.0,1918.0,-18.0,3818.0
180,46 St & 25 Ave,235.0,152.0,83.0,387.0
181,46 St & 28 Ave,220.0,200.0,20.0,420.0
182,46 St & 30 Rd,249.0,194.0,55.0,443.0
183,46 St & 6 Ave,129.0,91.0,38.0,220.0
184,46 St & 7 Ave,211.0,170.0,41.0,381.0
185,47 Ave & 31 St,464.0,465.0,-1.0,929.0
186,47 Ave & Skillman Ave,125.0,127.0,-2.0,252.0
187,47 St & 3 Ave,97.0,93.0,4.0,190.0
188,48 Ave & 31 St,377.0,383.0,-6.0,760.0
189,48 Ave & 5 St,525.0,562.0,-37.0,1087.0
190,48 St & 2 Ave,32.0,33.0,-1.0,65.0
191,48 St & 37 Ave,423.0,426.0,-3.0,849.0
192,48 St & 5 Ave,141.0,124.0,17.0,265.0
193,48 St & Broadway,526.0,523.0,3.0,1049.0
194,49 Ave & 21 St,593.0,603.0,-10.0,1196.0
195,49 St & 25 Ave,70.0,73.0,-3.0,143.0
196,49 St & 31 Ave,219.0,227.0,-8.0,446.0
197,5 Av & W 139 St,493.0,494.0,-1.0,987.0
198,5 Ave & 3 St,1652.0,1692.0,-40.0,3344.0
199,5 Ave & 37 St,198.0,207.0,-9.0,405.0
200,5 Ave & 41 St,279.0,290.0,-11.0,569.0
201,5 Ave & 66 St,121.0,120.0,1.0,241.0
202,5 Ave & E 103 St,2123.0,2156.0,-33.0,4279.0
203,5 Ave & E 135 St,467.0,469.0,-2.0,936.0
204,5 Ave & E 29 St,4208.0,4218.0,-10.0,8426.0
205,5 Ave & E 63 St,2161.0,2155.0,6.0,4316.0
206,5 Ave & E 72 St,4067.0,4103.0,-36.0,8170.0
207,5 Ave & E 78 St,2927.0,2907.0,20.0,5834.0
208,5 Ave & E 87 St,3226.0,3194.0,32.0,6420.0
209,5 Ave & E 93 St,2381.0,2353.0,28.0,4734.0
210,5 Ave & W 126 St,572.0,580.0,-8.0,1152.0
211,5 Ave & W 131 St,549.0,561.0,-12.0,1110.0
212,5 St & 51 Ave,431.0,443.0,-12.0,874.0
213,5 St & 6 Ave,745.0,756.0,-11.0,1501.0
214,5 St & Market St,702.0,724.0,-22.0,1426.0
215,50 St & 30 Ave,188.0,193.0,-5.0,381.0
216,50 St & 7 Ave,121.0,125.0,-4.0,246.0
217,50 St & Northern Blvd,180.0,175.0,5.0,355.0
218,51 St & Hobart St,246.0,233.0,13.0,479.0
219,52 St & 1 Ave,60.0,89.0,-29.0,149.0
220,52 St & 6 Ave,58.0,36.0,22.0,94.0
221,53 St & 2 Ave,206.0,208.0,-2.0,414.0
222,53 St & 4 Ave,386.0,377.0,9.0,763.0
223,53 St & 5 Ave,82.0,84.0,-2.0,166.0
224,55 St & 5 Ave,85.0,87.0,-2.0,172.0
225,55 St & 7 Ave,208.0,195.0,13.0,403.0
226,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,95.0,95.0,0.0,190.0
227,57 St & 4 Ave,137.0,152.0,-15.0,289.0
228,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,152.0,164.0,-12.0,316.0
229,58 St & 32 Ave,94.0,92.0,2.0,186.0
230,58 St & Pier 4,98.0,133.0,-35.0,231.0
231,59 St & 4 Ave,221.0,230.0,-9.0,451.0
232,59 St & 5 Ave,115.0,120.0,-5.0,235.0
233,6 Ave & 12 St,921.0,935.0,-14.0,1856.0
234,6 Ave & 21 St,735.0,751.0,-16.0,1486.0
235,6 Ave & 55 St,89.0,94.0,-5.0,183.0
236,6 Ave & 60 St,118.0,114.0,4.0,232.0
237,6 Ave & 9 St,1631.0,1672.0,-41.0,3303.0
238,6 Ave & Broome St,2918.0,2934.0,-16.0,5852.0
239,6 Ave & Canal St,1485.0,1577.0,-92.0,3062.0
240,6 Ave & W 33 St,7350.0,7380.0,-30.0,14730.0
241,6 Ave & W 34 St,6777.0,6567.0,210.0,13344.0
242,6 Ave & W 45 St,4400.0,4325.0,75.0,8725.0
243,6 Ave & Walker St,1381.0,1408.0,-27.0,2789.0
244,6 St & 7 Ave,1266.0,1271.0,-5.0,2537.0
245,62 St & 4 Ave,57.0,73.0,-16.0,130.0
246,62 St & Northern Blvd,395.0,414.0,-19.0,809.0
247,63 St & 5 Ave,42.0,45.0,-3.0,87.0
248,64 St & 3 Ave,7.0,18.0,-11.0,25.0
249,65 St & 2 Ave,22.0,37.0,-15.0,59.0
250,67 St & Erik Pl,85.0,105.0,-20.0,190.0
251,67 St & Ridge Blvd,248.0,252.0,-4.0,500.0
252,7 Ave & 20 St,471.0,436.0,35.0,907.0
253,7 Ave & 22 St,257.0,134.0,123.0,391.0
254,7 Ave & 40 St,305.0,143.0,162.0,448.0
255,7 Ave & 41 St,340.0,316.0,24.0,656.0
256,7 Ave & Central Park South,4473.0,4394.0,79.0,8867.0
257,7 Ave & Park Pl,2397.0,2399.0,-2.0,4796.0
258,7 Ave S & Bleecker St,2247.0,2283.0,-36.0,4530.0
259,7 St & 3 Ave,697.0,718.0,-21.0,1415.0
260,7 St & 5 Ave,897.0,927.0,-30.0,1824.0
261,76 St & 21 Ave,84.0,81.0,3.0,165.0
262,8 Ave & W 16 St,5244.0,5239.0,5.0,10483.0
263,8 Ave & W 27 St,2223.0,2289.0,-66.0,4512.0
264,8 Ave & W 31 St,5776.0,5846.0,-70.0,11622.0
265,8 Ave & W 33 St,6680.0,6653.0,27.0,13333.0
266,8 Ave & W 38 St,5643.0,5565.0,78.0,11208.0
267,8 Ave & W 49 St,5008.0,4428.0,580.0,9436.0
268,8 Ave & W 52 St,3660.0,3679.0,-19.0,7339.0
269,8 St & Astoria Blvd,419.0,431.0,-12.0,850.0
270,9 Ave & W 18 St,2841.0,2888.0,-47.0,5729.0
271,9 Ave & W 206 St,40.0,58.0,-18.0,98.0
272,9 Ave & W 219 St,9.0,11.0,-2.0,20.0
273,9 Ave & W 22 St,5423.0,5517.0,-94.0,10940.0
274,9 Ave & W 45 St,4488.0,4507.0,-19.0,8995.0
275,9 St & 44 Rd,465.0,468.0,-3.0,933.0
276,Academy St & Nagle Ave,74.0,81.0,-7.0,155.0
277,Adam Clayton Powell Blvd & W 115 St,866.0,888.0,-22.0,1754.0
278,Adam Clayton Powell Blvd & W 118 St,1011.0,1017.0,-6.0,2028.0
279,Adam Clayton Powell Blvd & W 123 St,1011.0,1020.0,-9.0,2031.0
280,Adam Clayton Powell Blvd & W 126 St,1493.0,1551.0,-58.0,3044.0
281,Adam Clayton Powell Blvd & W 130 St,649.0,656.0,-7.0,1305.0
282,Adam Clayton Powell Blvd & W 132 St,739.0,747.0,-8.0,1486.0
283,Adam Clayton Powell Blvd & W 138 St,986.0,990.0,-4.0,1976.0
284,Adam Clayton Powell Blvd & W 141 St,513.0,535.0,-22.0,1048.0
285,Adam Clayton Powell Blvd & W 151 St,471.0,482.0,-11.0,953.0
286,Adams St & Prospect St,644.0,672.0,-28.0,1316.0
287,Adelphi St & Myrtle Ave,1679.0,1688.0,-9.0,3367.0
288,Albany Ave & Fulton St,368.0,373.0,-5.0,741.0
289,Albany St & Greenwich St,1703.0,1713.0,-10.0,3416.0
290,Albemarle Rd & McDonald Ave,269.0,270.0,-1.0,539.0
291,Alexander Ave & E 134 St,233.0,229.0,4.0,462.0
292,Allen St & Hester St,3577.0,3588.0,-11.0,7165.0
293,Allen St & Rivington St,3866.0,3907.0,-41.0,7773.0
294,Allen St & Stanton St,3672.0,3704.0,-32.0,7376.0
295,Amsterdam Ave & W 119 St,1060.0,983.0,77.0,2043.0
296,Amsterdam Ave & W 125 St,788.0,804.0,-16.0,1592.0
297,Amsterdam Ave & W 131 St,190.0,195.0,-5.0,385.0
298,Amsterdam Ave & W 136 St,274.0,275.0,-1.0,549.0
299,Amsterdam Ave & W 152 St,262.0,263.0,-1.0,525.0
300,Amsterdam Ave & W 156 St,184.0,137.0,47.0,321.0
301,Amsterdam Ave & W 162 St,218.0,174.0,44.0,392.0
302,Amsterdam Ave & W 167 St,170.0,168.0,2.0,338.0
303,Amsterdam Ave & W 172 St,156.0,114.0,42.0,270.0
304,Amsterdam Ave & W 175 St,161.0,127.0,34.0,288.0
305,Amsterdam Ave & W 180 St,158.0,105.0,53.0,263.0
306,Amsterdam Ave & W 183 St,172.0,179.0,-7.0,351.0
307,Amsterdam Ave & W 186 St,141.0,112.0,29.0,253.0
308,Amsterdam Ave & W 189 St,119.0,89.0,30.0,208.0
309,Amsterdam Ave & W 66 St,2249.0,2232.0,17.0,4481.0
310,Amsterdam Ave & W 73 St,4594.0,4591.0,3.0,9185.0
311,Amsterdam Ave & W 79 St,3608.0,3621.0,-13.0,7229.0
312,Amsterdam Ave & W 82 St,2995.0,2928.0,67.0,5923.0
313,Anderson Ave & W 164 St,46.0,48.0,-2.0,94.0
314,Andrew Ave N & Hall of Fame Tce,26.0,23.0,3.0,49.0
315,Andrews Ave S & W 179 St,83.0,77.0,6.0,160.0
316,Anthony Ave & E 175 St,36.0,36.0,0.0,72.0
317,Anthony Ave & E Tremont Ave,96.0,98.0,-2.0,194.0
318,Aqueduct Ave & North St,22.0,22.0,0.0,44.0
319,Aqueduct Ave & W 190 St,72.0,70.0,2.0,142.0
320,Ashland Pl & Dekalb Ave,859.0,907.0,-48.0,1766.0
321,Astoria Park S & Shore Blvd,791.0,776.0,15.0,1567.0
322,Atlantic Ave & Fort Greene Pl,1601.0,1647.0,-46.0,3248.0
323,Atlantic Ave & Furman St,1794.0,1789.0,5.0,3583.0
324,Audobon Ave & W 179 St,149.0,130.0,19.0,279.0
325,Audubon Ave & Fort George Ave,71.0,71.0,0.0,142.0
326,Audubon Ave & W 192 St,13.0,14.0,-1.0,27.0
327,Ave A & E 11 St,2897.0,2931.0,-34.0,5828.0
328,Ave A & E 14 St,3905.0,3861.0,44.0,7766.0
329,Ave D & E 8 St,1289.0,1287.0,2.0,2576.0
330,Avenue C & E 18 St,1737.0,1641.0,96.0,3378.0
331,Avenue D & E 10 St,1073.0,1046.0,27.0,2119.0
332,Avenue D & E 12 St,633.0,634.0,-1.0,1267.0
333,Avenue D & E 3 St,2069.0,2054.0,15.0,4123.0
334,Bailey Ave & Sedgwick Ave,48.0,25.0,23.0,73.0
335,Bailey Ave & W 193 St,37.0,54.0,-17.0,91.0
336,Bainbridge Ave & Bedford Park Blvd,81.0,86.0,-5.0,167.0
337,Bainbridge Ave & E 193 St,42.0,45.0,-3.0,87.0
338,Bainbridge Ave & E 196 St,58.0,58.0,0.0,116.0
339,Bainbridge Ave & E 198 St,77.0,77.0,0.0,154.0
340,Bank St & Hudson St,1995.0,1991.0,4.0,3986.0
341,Bank St & Washington St,2136.0,2123.0,13.0,4259.0
342,Banker St & Meserole Ave,948.0,1049.0,-101.0,1997.0
343,Barclay St & Church St,855.0,887.0,-32.0,1742.0
344,Barrow St & Hudson St,2900.0,2909.0,-9.0,5809.0
345,Barry St & Tiffany St,39.0,39.0,0.0,78.0
346,Bay St & Court St,135.0,153.0,-18.0,288.0
347,Bayard St & Baxter St,2847.0,2923.0,-76.0,5770.0
348,Bayard St & Leonard St,1174.0,1207.0,-33.0,2381.0
349,Beaver St & Fayette St,734.0,740.0,-6.0,1474.0
350,Beck St & Leggett Ave,164.0,156.0,8.0,320.0
351,Bedford Ave & Bergen St,1600.0,1579.0,21.0,3179.0
352,Bedford Ave & Montgomery St,490.0,497.0,-7.0,987.0
353,Bedford Ave & Nassau Ave,2010.0,2102.0,-92.0,4112.0
354,Bedford Ave & S 9 St,661.0,654.0,7.0,1315.0
355,Bedford Park Blvd & Paul Ave,68.0,64.0,4.0,132.0
356,Bergen Ave & E 152 St,118.0,114.0,4.0,232.0
357,Bergen St & 4 Ave,1312.0,1398.0,-86.0,2710.0
358,Bergen St & Flatbush Ave,1498.0,1537.0,-39.0,3035.0
359,Bergen St & Smith St,1846.0,1858.0,-12.0,3704.0
360,Bergen St & Vanderbilt Ave,1820.0,1861.0,-41.0,3681.0
361,Berkeley Pl & 6 Ave,880.0,922.0,-42.0,1802.0
362,Berkeley Pl & 7 Ave,2047.0,2074.0,-27.0,4121.0
363,Berry St & N 8 St,2445.0,2455.0,-10.0,4900.0
364,Bialystoker Pl & Delancey St,1469.0,1428.0,41.0,2897.0
365,Bleecker St & Crosby St,3368.0,3391.0,-23.0,6759.0
366,Boerum Pl	& Pacific St,5.0,5.0,0.0,10.0
367,Boerum Pl\t& Pacific St,1716.0,1770.0,-54.0,3486.0
368,Boerum St & Broadway,929.0,932.0,-3.0,1861.0
369,Bond St & Bergen St,927.0,940.0,-13.0,1867.0
370,Bond St & Fulton St,1018.0,1019.0,-1.0,2037.0
371,Boone Ave & E 172 St,94.0,88.0,6.0,182.0
372,Boston Rd & E 167 St,97.0,97.0,0.0,194.0
373,Boston Rd & Prospect Ave,121.0,126.0,-5.0,247.0
374,Botanical Sq & Webster Ave,180.0,192.0,-12.0,372.0
375,Bradhurst Ave & W 148 St,301.0,318.0,-17.0,619.0
376,Bridge St & Water St,1063.0,1073.0,-10.0,2136.0
377,Bridge St & York St,293.0,329.0,-36.0,622.0
378,Broad St & Bridge St,1301.0,1321.0,-20.0,2622.0
379,Broadway	& W 48 St,109.0,108.0,1.0,217.0
380,Broadway & 12 St,336.0,324.0,12.0,660.0
381,Broadway & 49 St,97.0,87.0,10.0,184.0
382,Broadway & 51 St,166.0,170.0,-4.0,336.0
383,Broadway & Battery Pl,2018.0,2013.0,5.0,4031.0
384,Broadway & Berry St,2686.0,2708.0,-22.0,5394.0
385,Broadway & E 14 St,6736.0,6771.0,-35.0,13507.0
386,Broadway & E 21 St,7477.0,7498.0,-21.0,14975.0
387,Broadway & Ellwood St,117.0,129.0,-12.0,246.0
388,Broadway & Furman Ave,87.0,92.0,-5.0,179.0
389,Broadway & Hancock St,385.0,355.0,30.0,740.0
390,Broadway & Kosciuszko St,608.0,609.0,-1.0,1217.0
391,Broadway & Madison St,623.0,612.0,11.0,1235.0
392,Broadway & Morris St,1135.0,1170.0,-35.0,2305.0
393,Broadway & Moylan Pl,737.0,747.0,-10.0,1484.0
394,Broadway & Roebling St,1397.0,1406.0,-9.0,2803.0
395,Broadway & W 122 St,774.0,766.0,8.0,1540.0
396,Broadway & W 131 St,686.0,689.0,-3.0,1375.0
397,Broadway & W 133 St,594.0,592.0,2.0,1186.0
398,Broadway & W 142 St,335.0,279.0,56.0,614.0
399,Broadway & W 153 St,169.0,174.0,-5.0,343.0
400,Broadway & W 155 St,457.0,419.0,38.0,876.0
401,Broadway & W 160 St,487.0,478.0,9.0,965.0
402,Broadway & W 165 St,236.0,216.0,20.0,452.0
403,Broadway & W 168 St,555.0,499.0,56.0,1054.0
404,Broadway & W 185 St,214.0,188.0,26.0,402.0
405,Broadway & W 192 St,198.0,210.0,-12.0,408.0
406,Broadway & W 220 St,202.0,198.0,4.0,400.0
407,Broadway & W 25 St,6420.0,6467.0,-47.0,12887.0
408,Broadway & W 29 St,4787.0,4814.0,-27.0,9601.0
409,Broadway & W 36 St,2388.0,2348.0,40.0,4736.0
410,Broadway & W 37 St,1332.0,1333.0,-1.0,2665.0
411,Broadway & W 38 St,4116.0,4026.0,90.0,8142.0
412,Broadway & W 41 St,4979.0,5032.0,-53.0,10011.0
413,Broadway & W 51 St,3390.0,3333.0,57.0,6723.0
414,Broadway & W 53 St,3625.0,3280.0,345.0,6905.0
415,Broadway & W 56 St,5685.0,5117.0,568.0,10802.0
416,Broadway & W 58 St,7727.0,7665.0,62.0,15392.0
417,Broadway & W 61 St,3278.0,3076.0,202.0,6354.0
418,Broadway & Whipple St,691.0,697.0,-6.0,1388.0
419,Broadway\t& W 48 St,4032.0,3980.0,52.0,8012.0
420,Bronx Shore Comfort Station,170.0,177.0,-7.0,347.0
421,Brook Ave & E 138 St,252.0,294.0,-42.0,546.0
422,Brook Ave & E 141 St,182.0,186.0,-4.0,368.0
423,Brook Ave & E 148 St,157.0,154.0,3.0,311.0
424,Brook Ave & E 157 St,120.0,134.0,-14.0,254.0
425,Brooklyn Bridge Park - Pier 2,905.0,945.0,-40.0,1850.0
426,Bruckner Blvd & Bryant Ave,134.0,134.0,0.0,268.0
427,Buchanan Pl & Grand Ave,50.0,51.0,-1.0,101.0
428,Bulova Ave & Brooklyn Queens Expressway W,135.0,136.0,-1.0,271.0
429,Bus Slip & State St,1318.0,1367.0,-49.0,2685.0
430,Bushwick Ave & Dekalb Ave,429.0,388.0,41.0,817.0
431,Bushwick Ave & Forrest St,422.0,419.0,3.0,841.0
432,Bushwick Ave & Furman Ave,122.0,73.0,49.0,195.0
433,Bushwick Ave & Harman St,508.0,525.0,-17.0,1033.0
