,hour,station_name,start_count,end_count,deficit
11384,8,Albemarle Rd & McDonald Ave,10.0,30.0,-20.0
11385,8,Alexander Ave & E 134 St,12.0,4.0,8.0
11386,8,Allen St & Hester St,226.0,132.0,94.0
11387,8,Allen St & Rivington St,146.0,124.0,22.0
11388,8,Allen St & Stanton St,187.0,155.0,32.0
11389,8,Amsterdam Ave & W 119 St,54.0,67.0,-13.0
11390,8,Amsterdam Ave & W 125 St,29.0,24.0,5.0
11391,8,Amsterdam Ave & W 131 St,7.0,10.0,-3.0
11392,8,Amsterdam Ave & W 136 St,22.0,18.0,4.0
11393,8,Amsterdam Ave & W 152 St,18.0,9.0,9.0
11394,8,Amsterdam Ave & W 156 St,9.0,1.0,8.0
11395,8,Amsterdam Ave & W 162 St,11.0,6.0,5.0
11396,8,Amsterdam Ave & W 167 St,11.0,6.0,5.0
11397,8,Amsterdam Ave & W 172 St,10.0,3.0,7.0
11398,8,Amsterdam Ave & W 175 St,7.0,5.0,2.0
11399,8,Amsterdam Ave & W 180 St,2.0,4.0,-2.0
11400,8,Amsterdam Ave & W 183 St,11.0,12.0,-1.0
11401,8,Amsterdam Ave & W 186 St,5.0,2.0,3.0
11402,8,Amsterdam Ave & W 189 St,6.0,3.0,3.0
11403,8,Amsterdam Ave & W 66 St,188.0,133.0,55.0
11404,8,Amsterdam Ave & W 73 St,220.0,182.0,38.0
11405,8,Amsterdam Ave & W 79 St,310.0,141.0,169.0
11406,8,Anderson Ave & W 164 St,10.0,8.0,2.0
11407,8,Andrew Ave N & Hall of Fame Tce,1.0,1.0,0.0
11408,8,Andrews Ave S & W 179 St,2.0,1.0,1.0
11409,8,Anthony Ave & E 175 St,12.0,5.0,7.0
11410,8,Anthony Ave & E Tremont Ave,12.0,11.0,1.0
11411,8,Aqueduct Ave & North St,3.0,0.0,3.0
11412,8,Aqueduct Ave & W 190 St,3.0,1.0,2.0
11413,8,Ashland Pl & Dekalb Ave,58.0,57.0,1.0
11414,8,Astoria Park S & Shore Blvd,43.0,18.0,25.0
11415,8,Atlantic Ave & Fort Greene Pl,37.0,53.0,-16.0
11416,8,Atlantic Ave & Furman St,76.0,42.0,34.0
11417,8,Audobon Ave & W 179 St,26.0,5.0,21.0
11418,8,Audubon Ave & Fort George Ave,2.0,3.0,-1.0
11419,8,Audubon Ave & W 192 St,3.0,6.0,-3.0
11420,8,Ave A & E 11 St,186.0,175.0,11.0
11421,8,Ave A & E 14 St,270.0,285.0,-15.0
11422,8,Ave D & E 8 St,111.0,29.0,82.0
11423,8,Avenue D & E 10 St,60.0,12.0,48.0
11424,8,Avenue D & E 12 St,69.0,31.0,38.0
11425,8,Avenue D & E 3 St,243.0,103.0,140.0
11426,8,Bailey Ave & Sedgwick Ave,2.0,3.0,-1.0
11427,8,Bailey Ave & W 193 St,1.0,3.0,-2.0
11428,8,Bainbridge Ave & Bedford Park Blvd,9.0,6.0,3.0
11429,8,Bainbridge Ave & E 193 St,7.0,6.0,1.0
11430,8,Bainbridge Ave & E 196 St,9.0,3.0,6.0
11431,8,Bainbridge Ave & E 198 St,9.0,8.0,1.0
11432,8,Bank St & Hudson St,104.0,48.0,56.0
11433,8,Bank St & Washington St,162.0,97.0,65.0
11434,8,Banker St & Meserole Ave,33.0,28.0,5.0
11435,8,Barclay St & Church St,20.0,35.0,-15.0
11436,8,Barrow St & Hudson St,223.0,149.0,74.0
11437,8,Barry St & Tiffany St,7.0,4.0,3.0
11438,8,Bay St & Court St,12.0,26.0,-14.0
11439,8,Bayard St & Baxter St,77.0,102.0,-25.0
11440,8,Bayard St & Leonard St,64.0,44.0,20.0
11441,8,Beaver St & Fayette St,36.0,42.0,-6.0
11442,8,Beck St & Leggett Ave,35.0,3.0,32.0
11443,8,Bedford Ave & Bergen St,69.0,27.0,42.0
11444,8,Bedford Ave & Montgomery St,24.0,18.0,6.0
11445,8,Bedford Ave & Nassau Ave,95.0,72.0,23.0
11446,8,Bedford Ave & S 9 St,39.0,9.0,30.0
11447,8,Bedford Park Blvd & Paul Ave,2.0,1.0,1.0
11448,8,Bergen Ave & E 152 St,3.0,7.0,-4.0
11449,8,Bergen St & 4 Ave,67.0,104.0,-37.0
11450,8,Bergen St & Buffalo Ave,10.0,0.0,10.0
11451,8,Bergen St & Flatbush Ave,76.0,71.0,5.0
11452,8,Bergen St & Kingston Ave,22.0,9.0,13.0
11453,8,Bergen St & Saratoga Ave,2.0,0.0,2.0
11454,8,Bergen St & Smith St,139.0,163.0,-24.0
11455,8,Bergen St & Troy Ave,3.0,0.0,3.0
11456,8,Bergen St & Vanderbilt Ave,140.0,103.0,37.0
11457,8,Berkeley Pl & 6 Ave,57.0,36.0,21.0
11458,8,Berkeley Pl & 7 Ave,156.0,113.0,43.0
11459,8,Berry St & N 8 St,81.0,155.0,-74.0
11460,8,Bialystoker Pl & Delancey St,136.0,69.0,67.0
11461,8,Bleecker St & Crosby St,210.0,188.0,22.0
11462,8,Boerum St & Broadway,53.0,43.0,10.0
11463,8,Bond St & Bergen St,69.0,62.0,7.0
11464,8,Boone Ave & E 172 St,7.0,9.0,-2.0
11465,8,Boston Rd & E 167 St,32.0,31.0,1.0
11466,8,Boston Rd & Prospect Ave,18.0,5.0,13.0
11467,8,Botanical Sq & Webster Ave,10.0,4.0,6.0
11468,8,Bradhurst Ave & W 148 St,16.0,10.0,6.0
11469,8,Bradley Ave & Greenpoint Ave,9.0,5.0,4.0
11470,8,Brevoort Pl & Bedford Ave,9.0,13.0,-4.0
11471,8,Bridge St & Water St,51.0,84.0,-33.0
11472,8,Bridge St & York St,25.0,14.0,11.0
11473,8,Broad St & Bridge St,22.0,105.0,-83.0
11474,8,Broadway & 12 St,32.0,32.0,0.0
11475,8,Broadway & 49 St,19.0,30.0,-11.0
11476,8,Broadway & 51 St,4.0,5.0,-1.0
11477,8,Broadway & Battery Pl,68.0,153.0,-85.0
11478,8,Broadway & Berry St,173.0,94.0,79.0
11479,8,Broadway & E 14 St,248.0,280.0,-32.0
11480,8,Broadway & E 19 St,173.0,270.0,-97.0
11481,8,Broadway & E 21 St,219.0,450.0,-231.0
11482,8,Broadway & Ellwood St,4.0,2.0,2.0
11483,8,Broadway & Furman Ave,5.0,2.0,3.0
11484,8,Broadway & Hancock St,10.0,10.0,0.0
11485,8,Broadway & Kosciuszko St,37.0,19.0,18.0
11486,8,Broadway & Madison St,59.0,9.0,50.0
11487,8,Broadway & Morris St,27.0,91.0,-64.0
11488,8,Broadway & Moylan Pl,39.0,41.0,-2.0
11489,8,Broadway & Roebling St,64.0,41.0,23.0
11490,8,Broadway & W 122 St,16.0,10.0,6.0
11491,8,Broadway & W 131 St,8.0,76.0,-68.0
11492,8,Broadway & W 133 St,26.0,20.0,6.0
11493,8,Broadway & W 138 St,14.0,8.0,6.0
11494,8,Broadway & W 142 St,28.0,6.0,22.0
11495,8,Broadway & W 153 St,10.0,7.0,3.0
11496,8,Broadway & W 155 St,17.0,15.0,2.0
11497,8,Broadway & W 160 St,6.0,7.0,-1.0
11498,8,Broadway & W 165 St,13.0,8.0,5.0
11499,8,Broadway & W 168 St,22.0,33.0,-11.0
11500,8,Broadway & W 185 St,22.0,27.0,-5.0
11501,8,Broadway & W 192 St,14.0,11.0,3.0
11502,8,Broadway & W 220 St,11.0,28.0,-17.0
11503,8,Broadway & W 25 St,204.0,421.0,-217.0
11504,8,Broadway & W 29 St,242.0,273.0,-31.0
11505,8,Broadway & W 36 St,92.0,148.0,-56.0
11506,8,Broadway & W 37 St,52.0,106.0,-54.0
11507,8,Broadway & W 38 St,188.0,394.0,-206.0
11508,8,Broadway & W 41 St,319.0,455.0,-136.0
11509,8,Broadway & W 48 St,224.0,408.0,-184.0
11510,8,Broadway & W 51 St,269.0,480.0,-211.0
11511,8,Broadway & W 53 St,225.0,353.0,-128.0
11512,8,Broadway & W 56 St,242.0,308.0,-66.0
11513,8,Broadway & W 58 St,414.0,367.0,47.0
11514,8,Broadway & W 61 St,167.0,148.0,19.0
11515,8,Broadway & Whipple St,24.0,64.0,-40.0
11516,8,Bronx Shore Comfort Station,5.0,33.0,-28.0
11517,8,Brook Ave & E 138 St,25.0,20.0,5.0
11518,8,Brook Ave & E 141 St,6.0,12.0,-6.0
11519,8,Brook Ave & E 148 St,5.0,6.0,-1.0
11520,8,Brook Ave & E 157 St,18.0,22.0,-4.0
11521,8,Brooklyn Ave & Dean St,15.0,1.0,14.0
11522,8,Brooklyn Ave & Prospect Pl,26.0,14.0,12.0
11523,8,Brooklyn Bridge Park - Pier 2,16.0,15.0,1.0
11524,8,Bruckner Blvd & Bryant Ave,11.0,11.0,0.0
11525,8,Buchanan Pl & Grand Ave,1.0,4.0,-3.0
11526,8,Bulova Ave & Brooklyn Queens Expressway W,7.0,12.0,-5.0
11527,8,Bus Slip & State St,24.0,41.0,-17.0
11528,8,Bushwick Ave & Dekalb Ave,30.0,7.0,23.0
11529,8,Bushwick Ave & Forrest St,32.0,9.0,23.0
11530,8,Bushwick Ave & Furman Ave,4.0,4.0,0.0
11531,8,Bushwick Ave & Harman St,21.0,8.0,13.0
11532,8,Bushwick Ave & Linden St,43.0,3.0,40.0
11533,8,Bushwick Ave & McKibbin St,9.0,7.0,2.0
11534,8,Bushwick Ave & Powers St,58.0,37.0,21.0
11535,8,Bushwick Ave & Stagg St,15.0,3.0,12.0
11536,8,Butler St & Court St,59.0,36.0,23.0
11537,8,Cabrini Blvd & W 177 St,8.0,9.0,-1.0
11538,8,Cadman Plaza E & Red Cross Pl,70.0,78.0,-8.0
11539,8,Cadman Plaza E & Tillary St,53.0,53.0,0.0
11540,8,Calyer St & Guernsey St,30.0,22.0,8.0
11541,8,Calyer St & Jewel St,33.0,46.0,-13.0
11542,8,Cambridge Pl & Gates Ave,64.0,23.0,41.0
11543,8,Canal St & Rutgers St,264.0,195.0,69.0
11544,8,Carlton Ave & Dean St,76.0,52.0,24.0
11545,8,Carlton Ave & Flushing Ave,53.0,103.0,-50.0
11546,8,Carlton Ave & Park Ave,50.0,26.0,24.0
11547,8,Carlton Ave & St Marks Ave,31.0,16.0,15.0
11548,8,Carroll St & 5 Ave,71.0,47.0,24.0
11549,8,Carroll St & 6 Ave,96.0,88.0,8.0
11550,8,Carroll St & Bond St,81.0,35.0,46.0
11551,8,Carroll St & Columbia St,76.0,48.0,28.0
11552,8,Carroll St & Franklin Ave,32.0,9.0,23.0
11553,8,Carroll St & Smith St,183.0,130.0,53.0
11554,8,Carroll St & Washington Ave,31.0,13.0,18.0
11555,8,Cathedral Pkwy & Broadway,72.0,76.0,-4.0
11556,8,Catherine St & Monroe St,182.0,97.0,85.0
11557,8,Caton Ave & Argyle Rd,21.0,5.0,16.0
11558,8,Caton Ave & E 10 St,22.0,5.0,17.0
11559,8,Caton Ave & E 7 St,20.0,8.0,12.0
11560,8,Cauldwell Ave & E 158 St,3.0,5.0,-2.0
11561,8,Cauldwell Ave & E 161 St,5.0,13.0,-8.0
11562,8,Cedar Ave & W Fordham Rd,2.0,3.0,-1.0
11563,8,Cedar St & Evergreen Ave,26.0,3.0,23.0
11564,8,Cedar St & Myrtle Ave,12.0,8.0,4.0
11565,8,Center Blvd & 48 Ave,47.0,18.0,29.0
11566,8,Center Blvd & 51 Ave,70.0,53.0,17.0
11567,8,Central Ave & Covert St,28.0,17.0,11.0
11568,8,Central Ave & Decatur St,11.0,5.0,6.0
11569,8,Central Ave & Flushing Ave,14.0,16.0,-2.0
11570,8,Central Ave & Himrod St,21.0,6.0,15.0
11571,8,Central Ave & Melrose St,19.0,7.0,12.0
11572,8,Central Ave & Starr Street,35.0,11.0,24.0
11573,8,Central Ave & Weirfield St,55.0,5.0,50.0
11574,8,Central Ave & Woodbine St,57.0,19.0,38.0
11575,8,Central Park North & Adam Clayton Powell Blvd,135.0,74.0,61.0
11576,8,Central Park S & 6 Ave,99.0,209.0,-110.0
11577,8,Central Park W & W 103 St,92.0,42.0,50.0
11578,8,Central Park W & W 91 St,210.0,135.0,75.0
11579,8,Central Park W & W 97 St,110.0,73.0,37.0
11580,8,Central Park West & W 68 St,176.0,119.0,57.0
11581,8,Central Park West & W 72 St,191.0,85.0,106.0
11582,8,Central Park West & W 76 St,92.0,35.0,57.0
11583,8,Central Park West & W 85 St,164.0,87.0,77.0
11584,8,Centre St & Chambers St,83.0,142.0,-59.0
11585,8,Centre St & Seneca Ave,11.0,8.0,3.0
11586,8,Centre St & Worth St,63.0,266.0,-203.0
11587,8,Charlotte St & Boston Rd,5.0,5.0,0.0
11588,8,Chauncey St & Howard Ave,20.0,15.0,5.0
11589,8,Chauncey St & Malcolm X Blvd,6.0,8.0,-2.0
11590,8,Chauncey St & Stuyvesant Ave,8.0,33.0,-25.0
11591,8,Cherry St,180.0,35.0,145.0
11592,8,Chester Ave & 12 Ave,15.0,6.0,9.0
11593,8,Christopher St & Greenwich St,308.0,178.0,130.0
11594,8,Church Ave & McDonald Ave,10.0,4.0,6.0
11595,8,Church Ave & Story St,26.0,14.0,12.0
11596,8,Church St & Worth St,47.0,96.0,-49.0
11597,8,Clark St & Henry St,109.0,97.0,12.0
11598,8,Classon Ave & St Marks Ave,97.0,31.0,66.0
11599,8,Clay Ave & Claremont Pkwy,12.0,13.0,-1.0
11600,8,Clay Ave & E 173 St,6.0,21.0,-15.0
11601,8,Clermont Ave & Lafayette Ave,109.0,44.0,65.0
11602,8,Clermont Ave & Park Ave,94.0,72.0,22.0
11603,8,Cleveland Pl & Spring St,173.0,213.0,-40.0
11604,8,Cliff St & Fulton St,105.0,131.0,-26.0
11605,8,Clinton Ave & Flushing Ave,33.0,77.0,-44.0
11606,8,Clinton Ave & Myrtle Ave,182.0,93.0,89.0
11607,8,Clinton St & 4 Place,60.0,55.0,5.0
11608,8,Clinton St & Centre St,11.0,7.0,4.0
11609,8,Clinton St & Cherry St,232.0,100.0,132.0
11610,8,Clinton St & Grand St,312.0,188.0,124.0
11611,8,Clinton St & Joralemon St,151.0,286.0,-135.0
11612,8,Clinton St & Tillary St,100.0,116.0,-16.0
11613,8,Clinton St & Union St,89.0,41.0,48.0
11614,8,Coffey St & Conover St,29.0,25.0,4.0
11615,8,Coffey St & Ferris St,5.0,6.0,-1.0
11616,8,College Ave & E 169 St,1.0,0.0,1.0
11617,8,College Ave & E 170 St,1.0,3.0,-2.0
11618,8,Columbia Heights & Cranberry St,35.0,19.0,16.0
11619,8,Columbia St & Degraw St,54.0,18.0,36.0
11620,8,Columbia St & Kane St,36.0,6.0,30.0
11621,8,Columbia St & Lorraine St,1.0,7.0,-6.0
11622,8,Columbia St & Rivington St,149.0,58.0,91.0
11623,8,Columbia St & W 9 St,30.0,4.0,26.0
11624,8,Columbus Ave & W 103 St,66.0,20.0,46.0
11625,8,Columbus Ave & W 72 St,317.0,266.0,51.0
11626,8,Columbus Ave & W 95 St,154.0,122.0,32.0
11627,8,Columbus Pl & Atlantic Ave,1.0,1.0,0.0
11628,8,Commerce St & Van Brunt St,16.0,27.0,-11.0
11629,8,Concord St & Bridge St,27.0,28.0,-1.0
11630,8,Concourse Village East & E 158 St,9.0,9.0,0.0
11631,8,Concourse Village West & E 156 St,11.0,28.0,-17.0
11632,8,Congress St & Clinton St,106.0,75.0,31.0
11633,8,Congress St & Hicks St,84.0,21.0,63.0
11634,8,Convent Ave & W 135 St,27.0,74.0,-47.0
11635,8,Convent Ave & W 151 St,4.0,6.0,-2.0
11636,8,Cooper Square & Astor Pl,156.0,338.0,-182.0
11637,8,Court St & Nelson St,64.0,51.0,13.0
11638,8,Court St & State St,135.0,152.0,-17.0
11639,8,Courtlandt Ave & E 149 St,12.0,27.0,-15.0
11640,8,Crescent St & 30 Ave,49.0,71.0,-22.0
11641,8,Crescent St & 34 Ave,57.0,36.0,21.0
11642,8,Crescent St & 35 Ave,24.0,10.0,14.0
11643,8,Crescent St & Broadway,68.0,49.0,19.0
11644,8,Crescent St & Ditmars Blvd,27.0,19.0,8.0
11645,8,Creston Ave & E 178 St,15.0,10.0,5.0
11646,8,Creston Ave & E 181 St,15.0,7.0,8.0
11647,8,Crotona Park East & E 173 St,11.0,7.0,4.0
11648,8,Crotona Park North & Prospect Ave,14.0,2.0,12.0
11649,8,Cumberland St & Lafayette Ave,66.0,59.0,7.0
11650,8,Cypress Ave & George St,4.0,1.0,3.0
11651,8,Cypress Ave & Palmetto St,8.0,1.0,7.0
11652,8,Dahill Rd & 12 Ave,20.0,13.0,7.0
11653,8,Davidson Ave & W Burnside Ave,23.0,11.0,12.0
11654,8,Dawson St & Intervale Ave,5.0,2.0,3.0
11655,8,DeKalb Ave & Franklin Ave,76.0,32.0,44.0
11656,8,DeKalb Ave & Hudson Ave,79.0,181.0,-102.0
11657,8,DeKalb Ave & S Portland Ave,147.0,144.0,3.0
11658,8,DeKalb Ave & Vanderbilt Ave,80.0,58.0,22.0
11659,8,Dean St & Franklin Ave,61.0,57.0,4.0
11660,8,Dean St & Hoyt St,32.0,46.0,-14.0
11661,8,Decatur Ave & Bedford Park Blvd,10.0,1.0,9.0
11662,8,Decatur Ave & E 197 St,1.0,0.0,1.0
11663,8,Decatur Ave & Oliver Pl,1.0,0.0,1.0
11664,8,Decatur St & Saratoga Ave,7.0,0.0,7.0
11665,8,Degraw St & Hoyt St,61.0,20.0,41.0
11666,8,Degraw St & Smith St,49.0,25.0,24.0
11667,8,Delancey St & Eldridge St,57.0,41.0,16.0
11668,8,Devoe St & Lorimer St,108.0,78.0,30.0
11669,8,Devoe St & Morgan Ave,9.0,54.0,-45.0
11670,8,Ditmars Blvd & 19 St,28.0,15.0,13.0
11671,8,Ditmars Blvd & 43 St,33.0,10.0,23.0
11672,8,Ditmars Blvd & 48 St,22.0,3.0,19.0
11673,8,Ditmars Blvd & 73 St,7.0,1.0,6.0
11674,8,Ditmars Blvd & 76 St,4.0,2.0,2.0
11675,8,Ditmars Blvd & 79 St,12.0,5.0,7.0
11676,8,Division Ave & Hooper St,36.0,15.0,21.0
11677,8,Division Ave & Marcy Ave,46.0,24.0,22.0
11678,8,Division St & Bowery,151.0,103.0,48.0
11679,8,Dock 72 Way & Market St,41.0,282.0,-241.0
11680,8,Dock St & Front St,41.0,49.0,-8.0
11681,8,Douglass St & 3 Ave,68.0,87.0,-19.0
11682,8,Douglass St & 4 Ave,71.0,80.0,-9.0
11683,8,Driggs Ave & Lorimer St,66.0,40.0,26.0
11684,8,Driggs Ave & N 9 St,111.0,161.0,-50.0
11685,8,Driggs Ave & N Henry St,213.0,67.0,146.0
11686,8,Duane St & Hudson St,41.0,69.0,-28.0
11687,8,Duffield St & Willoughby St,70.0,78.0,-8.0
11688,8,Dwight St & Van Dyke St,19.0,14.0,5.0
11689,8,Dyckman St & 10 Ave,4.0,1.0,3.0
11690,8,Dyckman St & Henshaw St,1.0,2.0,-1.0
11691,8,Dyckman St & Staff St,2.0,1.0,1.0
11692,8,E 1 St & 1 Ave,228.0,265.0,-37.0
11693,8,E 1 St & Bowery,111.0,93.0,18.0
11694,8,E 10 St & 2 Ave,153.0,104.0,49.0
11695,8,E 10 St & Avenue A,240.0,72.0,168.0
11696,8,E 102 St & 1 Ave,165.0,74.0,91.0
11697,8,E 102 St & Park Ave,46.0,40.0,6.0
11698,8,E 103 St & Lexington Ave,59.0,99.0,-40.0
11699,8,E 106 St & 1 Ave,53.0,33.0,20.0
11700,8,E 106 St & 2 Ave,73.0,41.0,32.0
11701,8,E 106 St & Lexington Ave,72.0,39.0,33.0
11702,8,E 106 St & Madison Ave,110.0,109.0,1.0
11703,8,E 11 St & 1 Ave,214.0,151.0,63.0
11704,8,E 11 St & 3 Ave,92.0,85.0,7.0
11705,8,E 11 St & Avenue B,223.0,54.0,169.0
11706,8,E 114 St & 1 Ave,66.0,61.0,5.0
11707,8,E 115 St & Lexington Ave,77.0,53.0,24.0
11708,8,E 115 St & Madison Ave,67.0,58.0,9.0
11709,8,E 116 St & 2 Ave,35.0,22.0,13.0
11710,8,E 118 St & 1 Ave,63.0,57.0,6.0
11711,8,E 118 St & 3 Ave,43.0,21.0,22.0
11712,8,E 118 St & Madison Ave,68.0,38.0,30.0
11713,8,E 118 St & Park Ave,17.0,10.0,7.0
11714,8,E 12 St & 3 Ave,101.0,69.0,32.0
11715,8,E 12 St & Ave C,120.0,36.0,84.0
11716,8,E 123 St & Lexington Ave,58.0,95.0,-37.0
11717,8,E 128 St & 3 Ave,2.0,5.0,-3.0
11718,8,E 128 St & Madison Ave,59.0,46.0,13.0
11719,8,E 13 St & 2 Ave,238.0,155.0,83.0
11720,8,E 13 St & Avenue A,114.0,99.0,15.0
11721,8,E 132 St & Madison Ave,58.0,14.0,44.0
11722,8,E 133 St & Cypress Pl,5.0,8.0,-3.0
11723,8,E 134 St & Walnut Ave,2.0,3.0,-1.0
11724,8,E 135 St & St Ann's Ave,3.0,4.0,-1.0
11725,8,E 138 St & 5 Av,30.0,35.0,-5.0
11726,8,E 138 St & Cypress Ave,22.0,2.0,20.0
11727,8,E 138 St & Grand Concourse,13.0,16.0,-3.0
11728,8,E 138 St & Park Ave,13.0,22.0,-9.0
11729,8,E 138 St & Willow Ave,2.0,8.0,-6.0
11730,8,E 14 St & 1 Ave,170.0,178.0,-8.0
11731,8,E 14 St & Avenue B,331.0,115.0,216.0
11732,8,E 141 St & Jackson Ave,6.0,8.0,-2.0
11733,8,E 141 St & St Ann's Ave,19.0,7.0,12.0
11734,8,E 142 St & 3 Ave,28.0,23.0,5.0
11735,8,E 144 St & Brook Ave,12.0,5.0,7.0
11736,8,E 147 St & Bergen Ave,14.0,8.0,6.0
11737,8,E 149 St & Eagle Ave,6.0,63.0,-57.0
11738,8,E 149 St & Jackson Ave,10.0,9.0,1.0
11739,8,E 149 St & Morris Ave,21.0,40.0,-19.0
11740,8,E 149 St & Park Ave,15.0,29.0,-14.0
11741,8,E 15 St & 3 Ave,194.0,175.0,19.0
11742,8,E 150 St & Gerard Ave,1.0,8.0,-7.0
11743,8,E 153 St & E 157 St,4.0,4.0,0.0
11744,8,E 155 St & Courtlandt Ave,3.0,1.0,2.0
11745,8,E 156 & Brook Ave,8.0,22.0,-14.0
11746,8,E 156 St & Courtlandt Ave,11.0,8.0,3.0
11747,8,E 157 St & River Ave,5.0,14.0,-9.0
11748,8,E 158 St & Melrose Ave,12.0,13.0,-1.0
11749,8,E 16 St & 5 Ave,116.0,306.0,-190.0
11750,8,E 16 St & Irving Pl,177.0,193.0,-16.0
11751,8,E 160 St & Tinton Ave,5.0,13.0,-8.0
11752,8,E 161 St & Park Ave,24.0,15.0,9.0
11753,8,E 161 St & River Ave,22.0,28.0,-6.0
11754,8,E 163 St & Tiffany St,5.0,14.0,-9.0
11755,8,E 163 St & Union Ave,26.0,17.0,9.0
11756,8,E 165 St & Clay Ave,5.0,4.0,1.0
11757,8,E 165 St & Fox St,5.0,3.0,2.0
11758,8,E 165 St & Jerome Ave,1.0,1.0,0.0
11759,8,E 167 St & Bryant Ave,8.0,15.0,-7.0
11760,8,E 167 St & Clay Ave,6.0,14.0,-8.0
11761,8,E 167 St & Franklin Ave,20.0,20.0,0.0
11762,8,E 169 St & Fox St,7.0,2.0,5.0
11763,8,E 169 St & Webster Ave,5.0,2.0,3.0
11764,8,E 17 St & 2 Ave,143.0,143.0,0.0
11765,8,E 17 St & Broadway,198.0,359.0,-161.0
11766,8,E 170 St & Clay Ave,20.0,12.0,8.0
11767,8,E 170 St & Sheridan Ave,13.0,15.0,-2.0
11768,8,E 170 St & Webster Ave,16.0,20.0,-4.0
11769,8,E 171 St & 3 Ave,21.0,4.0,17.0
11770,8,E 171 St & Webster Ave,11.0,6.0,5.0
11771,8,E 174 St & Longfellow Ave,2.0,18.0,-16.0
11772,8,E 174 St & Walton Ave,9.0,6.0,3.0
11773,8,E 182 St & Morris Ave,14.0,19.0,-5.0
11774,8,E 188 St & Creston Ave,3.0,20.0,-17.0
11775,8,E 19 St & 3 Ave,153.0,97.0,56.0
11776,8,E 2 St & Avenue A,134.0,94.0,40.0
11777,8,E 2 St & Avenue B,208.0,97.0,111.0
11778,8,E 2 St & Avenue C,271.0,101.0,170.0
11779,8,E 20 St & 2 Ave,335.0,201.0,134.0
11780,8,E 20 St & FDR Dr,265.0,94.0,171.0
11781,8,E 20 St & Park Ave,136.0,204.0,-68.0
11782,8,E 201 St & Briggs Ave,7.0,1.0,6.0
11783,8,E 22 St & 2 Ave,212.0,156.0,56.0
11784,8,E 23 St & 1 Ave,409.0,297.0,112.0
11785,8,E 25 St & 1 Ave,214.0,309.0,-95.0
11786,8,E 25 St & 2 Ave,210.0,190.0,20.0
11787,8,E 26 St & 3 Ave,148.0,84.0,64.0
11788,8,E 27 St & 1 Ave,281.0,468.0,-187.0
11789,8,E 27 St & Park Ave S,165.0,325.0,-160.0
11790,8,E 3 St & 1 Ave,149.0,76.0,73.0
11791,8,E 3 St & Church Ave,16.0,13.0,3.0
11792,8,E 30 St & Park Ave S,144.0,240.0,-96.0
11793,8,E 31 St & 3 Ave,234.0,174.0,60.0
11794,8,E 32 St & Park Ave,247.0,261.0,-14.0
11795,8,E 33 St & 1 Ave,472.0,423.0,49.0
11796,8,E 33 St & 5 Ave,134.0,263.0,-129.0
11797,8,E 35 St & Madison Ave,98.0,114.0,-16.0
11798,8,E 39 St & 2 Ave,290.0,261.0,29.0
11799,8,E 39 St & Lexington Ave,150.0,260.0,-110.0
11800,8,E 4 St & 2 Ave,175.0,134.0,41.0
11801,8,E 4 St & Ave B,32.0,19.0,13.0
11802,8,E 40 St & 5 Ave,38.0,154.0,-116.0
11803,8,E 40 St & Park Ave,487.0,620.0,-133.0
11804,8,E 41 St & Madison Ave (SE corner),200.0,214.0,-14.0
11805,8,E 41 St & Madison Ave (SW corner),149.0,292.0,-143.0
11806,8,E 43 St & 2 Ave,114.0,129.0,-15.0
11807,8,E 44 St & 2 Ave,140.0,120.0,20.0
11808,8,E 44 St & Lexington Ave,312.0,441.0,-129.0
11809,8,E 45 St & 3 Ave,70.0,234.0,-164.0
11810,8,E 47 St & 1 Ave,87.0,140.0,-53.0
11811,8,E 47 St & 2 Ave,214.0,358.0,-144.0
11812,8,E 47 St & Park Ave,236.0,677.0,-441.0
11813,8,E 48 St & 3 Ave,94.0,368.0,-274.0
11814,8,E 48 St & 5 Ave,49.0,163.0,-114.0
11815,8,E 5 St & Ave A,167.0,54.0,113.0
11816,8,E 5 St & Avenue C,226.0,78.0,148.0
11817,8,E 50 St & Park Ave,32.0,203.0,-171.0
11818,8,E 51 St & 1 Ave,144.0,84.0,60.0
11819,8,E 51 St & 2 Ave,144.0,149.0,-5.0
11820,8,E 51 St & Lexington Ave,73.0,298.0,-225.0
11821,8,E 53 St & 3 Ave,115.0,255.0,-140.0
11822,8,E 53 St & Lexington Ave,163.0,383.0,-220.0
11823,8,E 53 St & Madison Ave,62.0,176.0,-114.0
11824,8,E 54 St & 1 Ave,136.0,108.0,28.0
11825,8,E 55 St & 2 Ave,370.0,422.0,-52.0
11826,8,E 56 St & Madison Ave,99.0,259.0,-160.0
11827,8,E 58 St & 1 Ave (NE Corner),80.0,43.0,37.0
11828,8,E 58 St & 1 Ave (NW Corner),162.0,108.0,54.0
11829,8,E 58 St & Madison Ave,50.0,410.0,-360.0
11830,8,E 59 St & Madison Ave,64.0,347.0,-283.0
11831,8,E 6 St & 2 Ave,17.0,17.0,0.0
11832,8,E 6 St & Avenue B,248.0,196.0,52.0
11833,8,E 6 St & Avenue D,177.0,68.0,109.0
11834,8,E 60 St & York Ave,69.0,46.0,23.0
11835,8,E 63 St & 3 Ave,37.0,43.0,-6.0
11836,8,E 65 St & 2 Ave,122.0,104.0,18.0
11837,8,E 66 St & Madison Ave,37.0,71.0,-34.0
11838,8,E 67 St & Park Ave,47.0,81.0,-34.0
