,start_station_name,start_count,end_count,deficit,popularity
60,21 Ave & Shore Blvd,707.0,721.0,-14.0,1428.0
61,21 St & 21 Ave,896.0,877.0,19.0,1773.0
62,21 St & 23 Ave,741.0,764.0,-23.0,1505.0
63,21 St & 31 Dr,1318.0,1316.0,2.0,2634.0
64,21 St & 36 Ave,638.0,645.0,-7.0,1283.0
65,21 St & 38 Ave,306.0,316.0,-10.0,622.0
66,21 St & 4 Ave,940.0,947.0,-7.0,1887.0
67,21 St & 43 Ave,791.0,809.0,-18.0,1600.0
68,21 St & Hoyt Ave S,1963.0,1957.0,6.0,3920.0
69,21 St & Queens Plaza North,1380.0,1401.0,-21.0,2781.0
70,23 Ave & 27 St,873.0,882.0,-9.0,1755.0
71,23 Rd & 31 St,466.0,479.0,-13.0,945.0
72,23 St & 3 Ave,117.0,120.0,-3.0,237.0
73,23 St & 31 Ave,913.0,921.0,-8.0,1834.0
74,24 Ave & 26 St,888.0,889.0,-1.0,1777.0
75,24 Ave & 29 St,972.0,979.0,-7.0,1951.0
76,24 St & 38 Ave,611.0,623.0,-12.0,1234.0
77,24 St & 41 Ave,1085.0,1061.0,24.0,2146.0
78,24 St & 5 Ave,616.0,618.0,-2.0,1234.0
79,25 Ave & 41 St,1188.0,1192.0,-4.0,2380.0
80,27 Ave & 3 St,628.0,638.0,-10.0,1266.0
81,27 Ave & 9 St,772.0,791.0,-19.0,1563.0
82,27 St & Hunter St,2176.0,2185.0,-9.0,4361.0
83,28 Ave & 35 St,1081.0,1083.0,-2.0,2164.0
84,28 Ave & 44 St,1023.0,991.0,32.0,2014.0
85,28 St & 36 Ave,1139.0,1144.0,-5.0,2283.0
86,28 St & 41 Ave,1900.0,1897.0,3.0,3797.0
87,29 St & 5 Ave,344.0,351.0,-7.0,695.0
88,3 Ave & 14 St,615.0,616.0,-1.0,1231.0
89,3 Ave & 17 St,248.0,250.0,-2.0,498.0
90,3 Ave & Carroll St,1057.0,1080.0,-23.0,2137.0
91,3 Ave & E 100 St,1563.0,1589.0,-26.0,3152.0
92,3 Ave & E 112 St,1100.0,1119.0,-19.0,2219.0
93,3 Ave & E 163 St,666.0,668.0,-2.0,1334.0
94,3 Ave & E 169 St,1400.0,1442.0,-42.0,2842.0
95,3 Ave & E 170 St,1176.0,1206.0,-30.0,2382.0
96,3 Ave & E 172 St,953.0,976.0,-23.0,1929.0
97,3 Ave & E 174 St,588.0,604.0,-16.0,1192.0
98,3 Ave & E 62 St,3436.0,3431.0,5.0,6867.0
99,3 Ave & E 71 St,2126.0,1831.0,295.0,3957.0
100,3 Ave & E 72 St,2508.0,2480.0,28.0,4988.0
101,3 Ave & Franklin Ave,754.0,777.0,-23.0,1531.0
102,3 Ave & Schermerhorn St,2065.0,2069.0,-4.0,4134.0
103,3 Ave & Wakeman Pl,257.0,265.0,-8.0,522.0
104,3 St & 3 Ave,1437.0,1455.0,-18.0,2892.0
105,3 St & 7 Ave,3006.0,3003.0,3.0,6009.0
106,3 St & Hoyt St,1051.0,1047.0,4.0,2098.0
107,3 St & Prospect Park West,3481.0,3496.0,-15.0,6977.0
108,30 Ave & 12 St,554.0,582.0,-28.0,1136.0
109,30 Ave & 21 St,793.0,802.0,-9.0,1595.0
110,30 Ave & 41 St,1328.0,1348.0,-20.0,2676.0
111,30 Ave & 47 St,698.0,704.0,-6.0,1402.0
112,30 St & 4 Ave,393.0,398.0,-5.0,791.0
113,30 St & 48 Ave,258.0,269.0,-11.0,527.0
114,31 Ave & 14 St,931.0,940.0,-9.0,1871.0
115,31 Ave & 30 St,1405.0,1421.0,-16.0,2826.0
116,31 Ave & 34 St,1959.0,1982.0,-23.0,3941.0
117,31 Ave & 57 St,309.0,320.0,-11.0,629.0
118,31 Ave & 61 St,486.0,492.0,-6.0,978.0
119,31 Ave & Crescent St,1326.0,1341.0,-15.0,2667.0
120,31 Ave & Steinway St,1781.0,1791.0,-10.0,3572.0
121,31 Pl & Hunters Point Ave,160.0,168.0,-8.0,328.0
122,31 St & 21 Ave,1016.0,1020.0,-4.0,2036.0
123,31 St & 23 Ave,2503.0,2503.0,0.0,5006.0
124,31 St & Astoria Blvd,1481.0,1505.0,-24.0,2986.0
125,31 St & Broadway,2610.0,2624.0,-14.0,5234.0
126,31 St & Ditmars Blvd,2131.0,2134.0,-3.0,4265.0
127,31 St & Hoyt Ave N,936.0,949.0,-13.0,1885.0
128,31 St & Newtown Ave,2867.0,2880.0,-13.0,5747.0
129,31 St & Northern Blvd,958.0,973.0,-15.0,1931.0
130,31 St & Thomson Ave,799.0,812.0,-13.0,1611.0
131,33 St & 47 Ave,329.0,334.0,-5.0,663.0
132,33 St & Queens Blvd,499.0,501.0,-2.0,1000.0
133,34 Ave & 13 St,428.0,448.0,-20.0,876.0
134,34 Ave & 21 St,658.0,671.0,-13.0,1329.0
135,34 Ave & 31 St,974.0,979.0,-5.0,1953.0
136,34 Ave & 38 St,1813.0,1837.0,-24.0,3650.0
137,34 Ave & 45 St,613.0,631.0,-18.0,1244.0
138,34 Ave & 48 St,677.0,689.0,-12.0,1366.0
139,34 St & 35 Ave,1148.0,1154.0,-6.0,2302.0
140,34 St & 38 Ave,733.0,743.0,-10.0,1476.0
141,34 St & 4 Ave,519.0,562.0,-43.0,1081.0
142,34 St & 48 Ave,212.0,201.0,11.0,413.0
143,34 St & 5 Ave,191.0,194.0,-3.0,385.0
144,34th Ave & Vernon Blvd,1080.0,1096.0,-16.0,2176.0
145,35 Ave & 10 St,949.0,950.0,-1.0,1899.0
146,35 Ave & 37 St,1513.0,1518.0,-5.0,3031.0
147,35 St & 21 Ave,650.0,666.0,-16.0,1316.0
148,35 St & 23 Ave,795.0,785.0,10.0,1580.0
149,35 St & 30 Ave,1356.0,1351.0,5.0,2707.0
150,35 St & 34 Ave,928.0,910.0,18.0,1838.0
151,35 St & Broadway,1400.0,1408.0,-8.0,2808.0
152,36 Ave & 10 St,703.0,708.0,-5.0,1411.0
153,36 Ave & 31 St,1748.0,1753.0,-5.0,3501.0
154,36 St & 3 Ave,702.0,727.0,-25.0,1429.0
155,36 St & 4 Ave,903.0,936.0,-33.0,1839.0
156,36 St & 47 Ave,199.0,190.0,9.0,389.0
157,36 St & Ditmars Blvd,1040.0,1050.0,-10.0,2090.0
158,36 St & Hunters Point Ave,208.0,214.0,-6.0,422.0
159,36 St & Queens Blvd,486.0,435.0,51.0,921.0
160,37 Ave & 35 St,577.0,544.0,33.0,1121.0
161,37 Ave & 63 St,191.0,200.0,-9.0,391.0
162,37 St & 24 Ave,658.0,663.0,-5.0,1321.0
163,38 Ave & 29 St,876.0,871.0,5.0,1747.0
164,38 St & 30 Ave,1910.0,1863.0,47.0,3773.0
165,38 St & Northern Blvd,459.0,452.0,7.0,911.0
166,39 Ave & 45 St,456.0,464.0,-8.0,920.0
167,39 Ave & 54 St,184.0,183.0,1.0,367.0
168,39 Ave & 56 St,288.0,295.0,-7.0,583.0
169,39 Dr & 52 St,503.0,509.0,-6.0,1012.0
170,39 St & 47 Ave,557.0,551.0,6.0,1108.0
171,39 St & 50 Ave,593.0,595.0,-2.0,1188.0
172,39 St & Queens Blvd,774.0,702.0,72.0,1476.0
173,4 Ave & 17 St,723.0,745.0,-22.0,1468.0
174,4 Ave & 26 St,480.0,497.0,-17.0,977.0
175,4 Ave & 3 St,1945.0,1957.0,-12.0,3902.0
176,4 Ave & E 12 St,6770.0,6779.0,-9.0,13549.0
177,4 Ave & Shore Road Dr,425.0,425.0,0.0,850.0
178,4 St & Grand St,1.0,3.0,-2.0,4.0
179,40 Ave & 9 St,562.0,559.0,3.0,1121.0
180,40 Ave & Crescent St,763.0,775.0,-12.0,1538.0
181,40 St & Queens Blvd,1008.0,878.0,130.0,1886.0
182,41 Ave & 67 St,180.0,187.0,-7.0,367.0
183,41 St & 3 Ave,77.0,82.0,-5.0,159.0
184,41 St & 4 Ave,477.0,481.0,-4.0,958.0
185,42 Pl & Northern Blvd,553.0,556.0,-3.0,1109.0
186,43 Ave & 40 St,1157.0,1172.0,-15.0,2329.0
187,43 Ave & 42 St,1099.0,1089.0,10.0,2188.0
188,43 Ave & 47 St,773.0,661.0,112.0,1434.0
189,43 St & 23 Ave,358.0,338.0,20.0,696.0
190,43 St & 35 Ave,460.0,475.0,-15.0,935.0
191,43 St & 37 Ave,247.0,245.0,2.0,492.0
192,43 St & 50 Ave,634.0,621.0,13.0,1255.0
193,43 St & Broadway,998.0,1013.0,-15.0,2011.0
194,43 St & Skillman Ave,892.0,885.0,7.0,1777.0
195,44 Dr & Jackson Ave,3558.0,3539.0,19.0,7097.0
196,44 St & 3 Ave,148.0,174.0,-26.0,322.0
197,44 St & 48 Ave,797.0,631.0,166.0,1428.0
198,44 St & 6 Ave,540.0,446.0,94.0,986.0
199,44 St & Greenpoint Ave,606.0,596.0,10.0,1202.0
200,45 Ave & 21 St,1745.0,1755.0,-10.0,3500.0
201,45 Rd & 11 St,1586.0,1626.0,-40.0,3212.0
202,45 St & 4 Ave,666.0,662.0,4.0,1328.0
203,46 Ave & 5 St,3366.0,3388.0,-22.0,6754.0
204,46 St & 25 Ave,451.0,453.0,-2.0,904.0
205,46 St & 28 Ave,658.0,571.0,87.0,1229.0
206,46 St & 30 Rd,690.0,680.0,10.0,1370.0
207,46 St & 6 Ave,370.0,372.0,-2.0,742.0
208,46 St & 7 Ave,595.0,597.0,-2.0,1192.0
209,46 St & Queens Blvd,1282.0,1040.0,242.0,2322.0
210,47 Ave & 31 St,897.0,897.0,0.0,1794.0
211,47 Ave & 48 St,390.0,370.0,20.0,760.0
212,47 Ave & Skillman Ave,205.0,221.0,-16.0,426.0
213,47 St & 3 Ave,156.0,162.0,-6.0,318.0
214,48 Ave & 37 St,381.0,336.0,45.0,717.0
215,48 Ave & 41 St,748.0,729.0,19.0,1477.0
216,48 Ave & 5 St,1172.0,1184.0,-12.0,2356.0
217,48 St & 2 Ave,76.0,82.0,-6.0,158.0
218,48 St & 37 Ave,845.0,863.0,-18.0,1708.0
219,48 St & 5 Ave,658.0,665.0,-7.0,1323.0
220,48 St & 50 Ave,393.0,368.0,25.0,761.0
221,48 St & Barnett Ave,325.0,323.0,2.0,648.0
222,48 St & Broadway,1124.0,1126.0,-2.0,2250.0
223,48 St & Skillman Ave,749.0,747.0,2.0,1496.0
224,49 Ave & 21 St,1081.0,1062.0,19.0,2143.0
225,49 St & 25 Ave,240.0,188.0,52.0,428.0
226,49 St & 31 Ave,666.0,677.0,-11.0,1343.0
227,5 Av & W 139 St,913.0,925.0,-12.0,1838.0
228,5 Ave & 3 St,2899.0,2902.0,-3.0,5801.0
229,5 Ave & 37 St,327.0,334.0,-7.0,661.0
230,5 Ave & 41 St,856.0,867.0,-11.0,1723.0
231,5 Ave & 66 St,401.0,398.0,3.0,799.0
232,5 Ave & E 103 St,3990.0,4022.0,-32.0,8012.0
233,5 Ave & E 135 St,751.0,745.0,6.0,1496.0
234,5 Ave & E 29 St,5147.0,5144.0,3.0,10291.0
235,5 Ave & E 63 St,2994.0,3004.0,-10.0,5998.0
236,5 Ave & E 72 St,6357.0,6432.0,-75.0,12789.0
237,5 Ave & E 78 St,4840.0,4900.0,-60.0,9740.0
238,5 Ave & E 87 St,6663.0,6728.0,-65.0,13391.0
239,5 Ave & E 93 St,4494.0,4496.0,-2.0,8990.0
240,5 Ave & W 126 St,1995.0,1994.0,1.0,3989.0
241,5 Ave & W 131 St,1279.0,1283.0,-4.0,2562.0
242,5 St & 51 Ave,718.0,717.0,1.0,1435.0
243,5 St & 6 Ave,1342.0,1339.0,3.0,2681.0
244,5 St & Market St,832.0,825.0,7.0,1657.0
245,50 Ave & 65 St,151.0,158.0,-7.0,309.0
246,50 St & 30 Ave,563.0,562.0,1.0,1125.0
247,50 St & 7 Ave,106.0,114.0,-8.0,220.0
248,50 St & Barnett Ave,548.0,549.0,-1.0,1097.0
249,50 St & Northern Blvd,507.0,514.0,-7.0,1021.0
250,51 Ave & 61 St,197.0,187.0,10.0,384.0
251,51 St & 43 Ave,600.0,561.0,39.0,1161.0
252,51 St & Hobart St,505.0,503.0,2.0,1008.0
253,51 St & Queens Blvd,211.0,200.0,11.0,411.0
254,52 St & 1 Ave,138.0,153.0,-15.0,291.0
255,52 St & 6 Ave,215.0,211.0,4.0,426.0
256,53 St & 2 Ave,319.0,340.0,-21.0,659.0
257,53 St & 4 Ave,891.0,905.0,-14.0,1796.0
258,53 St & 5 Ave,255.0,255.0,0.0,510.0
259,53 St & Flushing Ave,531.0,527.0,4.0,1058.0
260,53 St & Roosevelt Ave,438.0,387.0,51.0,825.0
261,54 St & 37 Ave,118.0,120.0,-2.0,238.0
262,55 Dr & Maurice Ave,157.0,161.0,-4.0,318.0
263,55 St & 5 Ave,234.0,235.0,-1.0,469.0
264,55 St & 7 Ave,331.0,297.0,34.0,628.0
265,55 St & Northern Blvd,258.0,264.0,-6.0,522.0
266,56 Dr & 59 St,79.0,96.0,-17.0,175.0
267,56 Dr & 61 St,54.0,60.0,-6.0,114.0
268,56 St & Arnold Ave,88.0,91.0,-3.0,179.0
269,57 Rd & 58 St,25.0,26.0,-1.0,51.0
270,57 Rd & 59 St,103.0,98.0,5.0,201.0
271,57 St & 1 Ave,208.0,218.0,-10.0,426.0
272,57 St & 37 Ave,135.0,126.0,9.0,261.0
273,57 St & 4 Ave,491.0,503.0,-12.0,994.0
274,57 St & 43 Ave,472.0,478.0,-6.0,950.0
275,57 St & 7 Ave,196.0,198.0,-2.0,394.0
276,57 St & Grand Ave,101.0,98.0,3.0,199.0
277,57 St & Woodside Ave,366.0,365.0,1.0,731.0
278,58 St & 2 Ave,212.0,218.0,-6.0,430.0
279,58 St & 32 Ave,258.0,272.0,-14.0,530.0
280,58 St & 56 Dr,73.0,82.0,-9.0,155.0
281,58 St & Pier 4,301.0,319.0,-18.0,620.0
282,59 St & 4 Ave,519.0,523.0,-4.0,1042.0
283,59 St & 5 Ave,237.0,250.0,-13.0,487.0
284,59 St & 59 Rd,41.0,42.0,-1.0,83.0
285,6 Ave & 12 St,1706.0,1701.0,5.0,3407.0
286,6 Ave & 21 St,1613.0,1601.0,12.0,3214.0
287,6 Ave & 55 St,287.0,276.0,11.0,563.0
288,6 Ave & 60 St,149.0,152.0,-3.0,301.0
289,6 Ave & 9 St,2907.0,2910.0,-3.0,5817.0
290,6 Ave & Broome St,5046.0,5077.0,-31.0,10123.0
291,6 Ave & Canal St,2806.0,2863.0,-57.0,5669.0
292,6 Ave & W 33 St,9134.0,9137.0,-3.0,18271.0
293,6 Ave & W 34 St,8869.0,8664.0,205.0,17533.0
294,6 Ave & W 45 St,6435.0,6432.0,3.0,12867.0
295,6 Ave & Walker St,3230.0,3254.0,-24.0,6484.0
296,6 St & 7 Ave,2185.0,2195.0,-10.0,4380.0
297,6 St & Grand St,3.0,1.0,2.0,4.0
298,60 Ave & Fresh Pond Rd,86.0,93.0,-7.0,179.0
299,60 Pl & 67 Ave,136.0,140.0,-4.0,276.0
300,60 Pl & Bleecker St,355.0,249.0,106.0,604.0
301,60 Pl & Flushing Ave,115.0,118.0,-3.0,233.0
302,60 Pl & Linden St,289.0,200.0,89.0,489.0
303,60 St & 37 Ave,130.0,139.0,-9.0,269.0
304,60 St & 60 Rd,139.0,134.0,5.0,273.0
305,61 St & 39 Ave,710.0,712.0,-2.0,1422.0
306,61 St & Borden Ave,68.0,69.0,-1.0,137.0
307,61 St & Laurel Hill Blvd,141.0,147.0,-6.0,288.0
308,61 St & Queens Blvd,346.0,347.0,-1.0,693.0
309,61 St & Woodside Ave,775.0,789.0,-14.0,1564.0
310,62 St & 34 Ave,260.0,262.0,-2.0,522.0
311,62 St & 4 Ave,138.0,136.0,2.0,274.0
312,62 St & 43 Ave,199.0,198.0,1.0,397.0
313,62 St & Northern Blvd,437.0,444.0,-7.0,881.0
314,63 St & 5 Ave,80.0,85.0,-5.0,165.0
315,63 St & 59 Dr,78.0,69.0,9.0,147.0
316,63 St & Borden Ave,56.0,55.0,1.0,111.0
317,64 St & 3 Ave,45.0,48.0,-3.0,93.0
318,64 St & 51 Ave,133.0,152.0,-19.0,285.0
319,64 St & 53 Dr,184.0,194.0,-10.0,378.0
320,64 St & Woodbine St,334.0,277.0,57.0,611.0
321,65 Ln & Metropolitan Ave,182.0,154.0,28.0,336.0
322,65 Pl & Woodside Ave,268.0,266.0,2.0,534.0
323,65 St & 2 Ave,49.0,51.0,-2.0,100.0
324,65 St & 35 Ave,450.0,458.0,-8.0,908.0
325,65 St & Broadway,371.0,369.0,2.0,740.0
326,65 St & Otto Rd,257.0,271.0,-14.0,528.0
327,65 St & Roosevelt Ave,236.0,240.0,-4.0,476.0
328,67 Ave & Fresh Pond Rd,430.0,423.0,7.0,853.0
329,67 St & Erik Pl,234.0,236.0,-2.0,470.0
330,69 St & 38 Ave,509.0,514.0,-5.0,1023.0
331,69 St & 43 Ave,363.0,360.0,3.0,723.0
332,7 Ave & 17 St,855.0,858.0,-3.0,1713.0
333,7 Ave & 20 St,768.0,752.0,16.0,1520.0
334,7 Ave & 22 St,360.0,359.0,1.0,719.0
335,7 Ave & 40 St,652.0,643.0,9.0,1295.0
336,7 Ave & 41 St,956.0,937.0,19.0,1893.0
337,7 Ave & 62 St,343.0,365.0,-22.0,708.0
338,7 Ave & Central Park South,9303.0,9241.0,62.0,18544.0
339,7 Ave & Park Pl,4420.0,4430.0,-10.0,8850.0
340,7 Ave & W 55 St,4248.0,3464.0,784.0,7712.0
341,7 Ave S & Bleecker St,6055.0,6079.0,-24.0,12134.0
342,7 St & 3 Ave,1296.0,1300.0,-4.0,2596.0
343,7 St & 5 Ave,1727.0,1710.0,17.0,3437.0
344,71 Ave & Myrtle Ave,459.0,456.0,3.0,915.0
345,72 St & 41 Ave,883.0,904.0,-21.0,1787.0
346,72 St & Woodside Ave,546.0,553.0,-7.0,1099.0
347,76 St & 21 Ave,252.0,266.0,-14.0,518.0
348,8 Ave & W 16 St,8460.0,8480.0,-20.0,16940.0
349,8 Ave & W 24 St,4519.0,4516.0,3.0,9035.0
350,8 Ave & W 27 St,4551.0,4557.0,-6.0,9108.0
351,8 Ave & W 31 St,8608.0,8620.0,-12.0,17228.0
352,8 Ave & W 33 St,8394.0,8143.0,251.0,16537.0
353,8 Ave & W 38 St,8207.0,8324.0,-117.0,16531.0
354,8 Ave & W 49 St,7658.0,7010.0,648.0,14668.0
355,8 Ave & W 52 St,5384.0,5417.0,-33.0,10801.0
356,8 St & Astoria Blvd,712.0,718.0,-6.0,1430.0
357,9 Ave & W 18 St,7983.0,8033.0,-50.0,16016.0
358,9 Ave & W 204 St,52.0,62.0,-10.0,114.0
359,9 Ave & W 219 St,81.0,82.0,-1.0,163.0
360,9 Ave & W 22 St,8388.0,8396.0,-8.0,16784.0
361,9 Ave & W 39 St,5128.0,5145.0,-17.0,10273.0
362,9 Ave & W 45 St,6202.0,6220.0,-18.0,12422.0
363,9 St & 44 Rd,948.0,965.0,-17.0,1913.0
364,Academy St & Nagle Ave,229.0,232.0,-3.0,461.0
365,Adam Clayton Powell Blvd & W 115 St,1783.0,1802.0,-19.0,3585.0
366,Adam Clayton Powell Blvd & W 118 St,2089.0,2123.0,-34.0,4212.0
367,Adam Clayton Powell Blvd & W 123 St,1920.0,1951.0,-31.0,3871.0
368,Adam Clayton Powell Blvd & W 126 St,2864.0,2917.0,-53.0,5781.0
369,Adam Clayton Powell Blvd & W 130 St,1253.0,1258.0,-5.0,2511.0
370,Adam Clayton Powell Blvd & W 132 St,1501.0,1516.0,-15.0,3017.0
371,Adam Clayton Powell Blvd & W 138 St,2244.0,2275.0,-31.0,4519.0
372,Adam Clayton Powell Blvd & W 141 St,1423.0,1453.0,-30.0,2876.0
373,Adam Clayton Powell Blvd & W 151 St,1010.0,1027.0,-17.0,2037.0
374,Adams St & 2 St,1.0,1.0,0.0,2.0
375,Adams St & Prospect St,1674.0,1801.0,-127.0,3475.0
376,Adelphi St & Myrtle Ave,3059.0,3062.0,-3.0,6121.0
377,Albany Ave & Carroll St,660.0,671.0,-11.0,1331.0
378,Albany Ave & Fulton St,638.0,656.0,-18.0,1294.0
379,Albany Ave & Park Pl,466.0,465.0,1.0,931.0
380,Albany Ave & Winthrop St,284.0,258.0,26.0,542.0
381,Albany St & Greenwich St,2854.0,2844.0,10.0,5698.0
382,Albemarle Rd & McDonald Ave,400.0,453.0,-53.0,853.0
383,Alexander Ave & E 134 St,760.0,769.0,-9.0,1529.0
384,Allen St & Hester St,5109.0,5161.0,-52.0,10270.0
385,Allen St & Rivington St,6346.0,6481.0,-135.0,12827.0
386,Allen St & Stanton St,6606.0,6654.0,-48.0,13260.0
387,Amory Ct & Metropolitan Ave,292.0,283.0,9.0,575.0
388,Amsterdam Ave & W 119 St,1633.0,1648.0,-15.0,3281.0
389,Amsterdam Ave & W 125 St,1399.0,1368.0,31.0,2767.0
390,Amsterdam Ave & W 131 St,520.0,535.0,-15.0,1055.0
391,Amsterdam Ave & W 136 St,1181.0,1144.0,37.0,2325.0
392,Amsterdam Ave & W 152 St,900.0,889.0,11.0,1789.0
393,Amsterdam Ave & W 156 St,626.0,444.0,182.0,1070.0
394,Amsterdam Ave & W 162 St,709.0,549.0,160.0,1258.0
395,Amsterdam Ave & W 167 St,702.0,625.0,77.0,1327.0
396,Amsterdam Ave & W 172 St,774.0,749.0,25.0,1523.0
397,Amsterdam Ave & W 175 St,611.0,606.0,5.0,1217.0
398,Amsterdam Ave & W 180 St,399.0,360.0,39.0,759.0
399,Amsterdam Ave & W 183 St,355.0,359.0,-4.0,714.0
400,Amsterdam Ave & W 186 St,371.0,369.0,2.0,740.0
401,Amsterdam Ave & W 189 St,362.0,358.0,4.0,720.0
402,Amsterdam Ave & W 66 St,3232.0,3246.0,-14.0,6478.0
403,Amsterdam Ave & W 73 St,7936.0,7927.0,9.0,15863.0
404,Amsterdam Ave & W 79 St,5709.0,5649.0,60.0,11358.0
405,Amsterdam Ave & W 82 St,5402.0,5361.0,41.0,10763.0
406,Anderson Ave & W 164 St,502.0,500.0,2.0,1002.0
407,Andrew Ave N & Hall of Fame Tce,142.0,132.0,10.0,274.0
408,Andrews Ave S & W 179 St,216.0,221.0,-5.0,437.0
409,Anthony Ave & E 175 St,528.0,522.0,6.0,1050.0
410,Anthony Ave & E Tremont Ave,922.0,930.0,-8.0,1852.0
411,Aqueduct Ave & North St,221.0,224.0,-3.0,445.0
412,Aqueduct Ave & W 190 St,220.0,230.0,-10.0,450.0
413,Ash St & Manhattan Ave,929.0,928.0,1.0,1857.0
414,Ashland Pl & Dekalb Ave,1550.0,1558.0,-8.0,3108.0
415,Astor Place,1.0,,,
416,Astoria Park S & Shore Blvd,2187.0,2205.0,-18.0,4392.0
417,Atlantic Ave & Fort Greene Pl,3165.0,3143.0,22.0,6308.0
418,Atlantic Ave & Furman St,4205.0,4213.0,-8.0,8418.0
419,Audobon Ave & W 179 St,635.0,572.0,63.0,1207.0
420,Audubon Ave & Fort George Ave,277.0,280.0,-3.0,557.0
421,Audubon Ave & W 192 St,206.0,197.0,9.0,403.0
422,Ave A & E 11 St,5284.0,5292.0,-8.0,10576.0
423,Ave A & E 14 St,8353.0,8359.0,-6.0,16712.0
424,Ave C & E 16 St,1983.0,1982.0,1.0,3965.0
425,Ave D & E 8 St,2418.0,2408.0,10.0,4826.0
426,Avenue D & E 10 St,1566.0,1566.0,0.0,3132.0
427,Avenue D & E 12 St,943.0,940.0,3.0,1883.0
428,Avenue D & E 3 St,3167.0,3139.0,28.0,6306.0
429,Bailey Ave & Sedgwick Ave,172.0,175.0,-3.0,347.0
430,Bailey Ave & W 193 St,130.0,147.0,-17.0,277.0
431,Bainbridge Ave & Bedford Park Blvd,279.0,294.0,-15.0,573.0
432,Bainbridge Ave & E 193 St,258.0,261.0,-3.0,519.0
