,start_station_name,start_count,end_count,deficit,popularity
50,21 Ave & Shore Blvd,168.0,169,-1.0,337.0
51,21 St & 21 Ave,219.0,211,8.0,430.0
52,21 St & 23 Ave,213.0,225,-12.0,438.0
53,21 St & 31 Dr,618.0,629,-11.0,1247.0
54,21 St & 36 Ave,276.0,267,9.0,543.0
55,21 St & 38 Ave,111.0,107,4.0,218.0
56,21 St & 4 Ave,320.0,337,-17.0,657.0
57,21 St & 43 Ave,379.0,359,20.0,738.0
58,21 St & Hoyt Ave S,575.0,571,4.0,1146.0
59,21 St & Queens Plaza North,599.0,597,2.0,1196.0
60,23 Ave & 27 St,339.0,341,-2.0,680.0
61,23 Rd & 29 St,92.0,83,9.0,175.0
62,23 St & 3 Ave,91.0,95,-4.0,186.0
63,24 Ave & 26 St,332.0,327,5.0,659.0
64,24 Ave & 29 St,364.0,361,3.0,725.0
65,24 St & 38 Ave,234.0,212,22.0,446.0
66,24 St & 41 Ave,516.0,511,5.0,1027.0
67,24 St & 5 Ave,378.0,375,3.0,753.0
68,25 Ave & 41 St,320.0,284,36.0,604.0
69,27 Ave & 3 St,209.0,217,-8.0,426.0
70,27 Ave & 9 St,312.0,278,34.0,590.0
71,27 St & Hunter St,860.0,863,-3.0,1723.0
72,28 Ave & 35 St,520.0,506,14.0,1026.0
73,28 Ave & 44 St,284.0,267,17.0,551.0
74,28 St & 36 Ave,384.0,383,1.0,767.0
75,28 St & 41 Ave,566.0,577,-11.0,1143.0
76,29 St & 5 Ave,116.0,115,1.0,231.0
77,3 Ave & 14 St,381.0,394,-13.0,775.0
78,3 Ave & 17 St,131.0,134,-3.0,265.0
79,3 Ave & Carroll St,413.0,426,-13.0,839.0
80,3 Ave & E 100 St,533.0,520,13.0,1053.0
81,3 Ave & E 112 St,426.0,431,-5.0,857.0
82,3 Ave & E 163 St,200.0,195,5.0,395.0
83,3 Ave & E 169 St,137.0,134,3.0,271.0
84,3 Ave & E 170 St,124.0,126,-2.0,250.0
85,3 Ave & E 172 St,96.0,103,-7.0,199.0
86,3 Ave & E 174 St - Bathgate Vaccination Site,227.0,220,7.0,447.0
87,3 Ave & E 62 St,1925.0,1934,-9.0,3859.0
88,3 Ave & E 71 St,1025.0,1021,4.0,2046.0
89,3 Ave & E 72 St,1228.0,1185,43.0,2413.0
90,3 Ave & Franklin Ave,100.0,94,6.0,194.0
91,3 Ave & Schermerhorn St,1423.0,1463,-40.0,2886.0
92,3 Ave & Wakeman Pl,34.0,48,-14.0,82.0
93,3 St & 3 Ave,889.0,988,-99.0,1877.0
94,3 St & 7 Ave,1295.0,1285,10.0,2580.0
95,3 St & Hoyt St,400.0,413,-13.0,813.0
96,3 St & Prospect Park West,2233.0,2088,145.0,4321.0
97,30 Ave & 21 St,387.0,385,2.0,772.0
98,30 Ave & 41 St,387.0,387,0.0,774.0
99,30 Ave & 47 St,175.0,180,-5.0,355.0
100,30 St & 4 Ave,209.0,210,-1.0,419.0
101,31 Ave & 14 St,314.0,319,-5.0,633.0
102,31 Ave & 30 St,725.0,729,-4.0,1454.0
103,31 Ave & 34 St,985.0,971,14.0,1956.0
104,31 Ave & 57 St,122.0,122,0.0,244.0
105,31 Ave & 61 St,138.0,161,-23.0,299.0
106,31 Ave & Crescent St,817.0,800,17.0,1617.0
107,31 Ave & Steinway St,829.0,832,-3.0,1661.0
108,31 Rd & 21 St,11.0,11,0.0,22.0
109,31 St & 21 Ave,201.0,178,23.0,379.0
110,31 St & 23 Ave,880.0,878,2.0,1758.0
111,31 St & Astoria Blvd,605.0,601,4.0,1206.0
112,31 St & Broadway,1086.0,1079,7.0,2165.0
113,31 St & Ditmars Blvd,539.0,530,9.0,1069.0
114,31 St & Hoyt Ave N,385.0,410,-25.0,795.0
115,31 St & Newtown Ave,1203.0,1201,2.0,2404.0
116,31 St & Northern Blvd,365.0,313,52.0,678.0
117,31 St & Thomson Ave,333.0,352,-19.0,685.0
118,34 Ave & 13 St,181.0,183,-2.0,364.0
119,34 Ave & 21 St,300.0,298,2.0,598.0
120,34 Ave & 31 St,342.0,331,11.0,673.0
121,34 Ave & 38 St,745.0,739,6.0,1484.0
122,34 Ave & 45 St,186.0,189,-3.0,375.0
123,34 Ave & 48 St,266.0,279,-13.0,545.0
124,34 St & 35 Ave,389.0,396,-7.0,785.0
125,34 St & 38 Ave,259.0,247,12.0,506.0
126,34 St & 4 Ave,169.0,162,7.0,331.0
127,34 St & 5 Ave,62.0,70,-8.0,132.0
128,34th Ave & Vernon Blvd,307.0,306,1.0,613.0
129,35 Ave & 10 St,177.0,182,-5.0,359.0
130,35 Ave & 37 St,408.0,413,-5.0,821.0
131,35 St & 21 Ave,91.0,95,-4.0,186.0
132,35 St & 23 Ave,273.0,302,-29.0,575.0
133,35 St & 30 Ave,731.0,717,14.0,1448.0
134,35 St & 34 Ave,450.0,431,19.0,881.0
135,35 St & Broadway,628.0,622,6.0,1250.0
136,36 Ave & 10 St,391.0,409,-18.0,800.0
137,36 Ave & 31 St,762.0,770,-8.0,1532.0
138,36 St & 3 Ave,198.0,225,-27.0,423.0
139,36 St & 4 Ave,147.0,164,-17.0,311.0
140,36 St & Ditmars Blvd,219.0,219,0.0,438.0
141,37 Ave & 35 St,292.0,278,14.0,570.0
142,37 St & 24 Ave,228.0,214,14.0,442.0
143,38 Ave & 29 St,411.0,423,-12.0,834.0
144,38 St & 30 Ave,655.0,668,-13.0,1323.0
145,38 St & Northern Blvd,148.0,153,-5.0,301.0
146,39 St & 2 Ave,165.0,184,-19.0,349.0
147,4 Ave & 17 St,58.0,56,2.0,114.0
148,4 Ave & 9 St,834.0,910,-76.0,1744.0
149,4 Ave & E 12 St,3080.0,3093,-13.0,6173.0
150,4 Ave & Shore Road Dr,148.0,160,-12.0,308.0
151,40 Ave & 9 St,291.0,297,-6.0,588.0
152,40 Ave & Crescent St,352.0,351,1.0,703.0
153,41 St & 3 Ave,42.0,47,-5.0,89.0
154,41 St & 4 Ave,183.0,193,-10.0,376.0
155,42 Pl & Northern Blvd,177.0,178,-1.0,355.0
156,42 St & 1 Ave,64.0,67,-3.0,131.0
157,43 St & 23 Ave,127.0,107,20.0,234.0
158,43 St & 35 Ave,91.0,83,8.0,174.0
159,43 St & 37 Ave,411.0,423,-12.0,834.0
160,43 St & Broadway,500.0,489,11.0,989.0
161,44 Dr & 21 St,929.0,944,-15.0,1873.0
162,44 Dr & Jackson Ave,1014.0,1015,-1.0,2029.0
163,44 St & 2 Ave,66.0,72,-6.0,138.0
164,44 St & 3 Ave,71.0,78,-7.0,149.0
165,44 St & 6 Ave,214.0,193,21.0,407.0
166,45 Rd & 11 St,978.0,989,-11.0,1967.0
167,46 Ave & 5 St,1607.0,1624,-17.0,3231.0
168,46 St & 25 Ave,164.0,162,2.0,326.0
169,46 St & 28 Ave,134.0,130,4.0,264.0
170,46 St & 30 Rd,94.0,75,19.0,169.0
171,46 St & 6 Ave,104.0,94,10.0,198.0
172,46 St & 7 Ave,107.0,88,19.0,195.0
173,47 Ave & 31 St,445.0,459,-14.0,904.0
174,47 Ave & Skillman Ave,91.0,97,-6.0,188.0
175,47 St & 3 Ave,13.0,16,-3.0,29.0
176,48 Ave & 30 Pl,283.0,303,-20.0,586.0
177,48 Ave & 5 St,531.0,546,-15.0,1077.0
178,48 St & 2 Ave,77.0,65,12.0,142.0
179,48 St & 37 Ave,339.0,353,-14.0,692.0
180,48 St & 5 Ave,39.0,40,-1.0,79.0
181,48 St & Broadway,262.0,246,16.0,508.0
182,49 Ave & 21 St,277.0,285,-8.0,562.0
183,49 St & 25 Ave,91.0,78,13.0,169.0
184,49 St & 31 Ave,191.0,189,2.0,380.0
185,5 Av & W 139 St,574.0,571,3.0,1145.0
186,5 Ave & 3 St,1494.0,1512,-18.0,3006.0
187,5 Ave & 37 St,161.0,170,-9.0,331.0
188,5 Ave & 41 St,313.0,313,0.0,626.0
189,5 Ave & 66 St,2.0,2,0.0,4.0
190,5 Ave & 67 St,15.0,13,2.0,28.0
191,5 Ave & E 103 St,2426.0,2466,-40.0,4892.0
192,5 Ave & E 126 St,799.0,821,-22.0,1620.0
193,5 Ave & E 135 St,455.0,463,-8.0,918.0
194,5 Ave & E 29 St,3174.0,3164,10.0,6338.0
195,5 Ave & E 63 St,1993.0,1949,44.0,3942.0
196,5 Ave & E 72 St,4795.0,4839,-44.0,9634.0
197,5 Ave & E 78 St,3001.0,2980,21.0,5981.0
198,5 Ave & E 88 St,974.0,956,18.0,1930.0
199,5 Ave & E 93 St,2608.0,2628,-20.0,5236.0
200,5 Ave & W 131 St,518.0,519,-1.0,1037.0
201,5 St & 51 Ave,308.0,321,-13.0,629.0
202,5 St & 6 Ave,481.0,490,-9.0,971.0
203,50 St & 30 Ave,124.0,122,2.0,246.0
204,50 St & Northern Blvd,177.0,160,17.0,337.0
205,51 St & Hobart St,191.0,184,7.0,375.0
206,52 St & 1 Ave,96.0,103,-7.0,199.0
207,52 St & 6 Ave,59.0,48,11.0,107.0
208,53 St & 2 Ave,82.0,92,-10.0,174.0
209,53 St & 4 Ave,160.0,152,8.0,312.0
210,53 St & 5 Ave,71.0,63,8.0,134.0
211,55 St & 5 Ave,115.0,105,10.0,220.0
212,55 St & 7 Ave,109.0,107,2.0,216.0
213,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,200.0,190,10.0,390.0
214,57 St & 4 Ave,70.0,76,-6.0,146.0
215,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,255.0,248,7.0,503.0
216,59 St & 4 Ave,128.0,123,5.0,251.0
217,6 Ave & 12 St,619.0,609,10.0,1228.0
218,6 Ave & 21 St,356.0,343,13.0,699.0
219,6 Ave & 55 St,8.0,11,-3.0,19.0
220,6 Ave & 60 St,99.0,93,6.0,192.0
221,6 Ave & 9 St,949.0,951,-2.0,1900.0
222,6 Ave & Broome St,2876.0,3003,-127.0,5879.0
223,6 Ave & Canal St,1394.0,1428,-34.0,2822.0
224,6 Ave & W 33 St,5058.0,5076,-18.0,10134.0
225,6 Ave & W 34 St,4278.0,4049,229.0,8327.0
226,6 Ave & W 45 St,2900.0,2912,-12.0,5812.0
227,6 St & 7 Ave,1137.0,1144,-7.0,2281.0
228,62 St & Northern Blvd,333.0,346,-13.0,679.0
229,63 St & 5 Ave,5.0,8,-3.0,13.0
230,64 St & 3 Ave,124.0,143,-19.0,267.0
231,65 St & 2 Ave,13.0,20,-7.0,33.0
232,67 St & Erik Pl,13.0,24,-11.0,37.0
233,7 Ave & 20 St,209.0,191,18.0,400.0
234,7 Ave & 22 St,99.0,76,23.0,175.0
235,7 Ave & 40 St,152.0,134,18.0,286.0
236,7 Ave & 41 St,46.0,37,9.0,83.0
237,7 Ave & Central Park South,3837.0,3828,9.0,7665.0
238,7 Ave & Park Pl,1403.0,1415,-12.0,2818.0
239,7 St & 3 Ave,483.0,485,-2.0,968.0
240,7 St & 5 Ave,739.0,744,-5.0,1483.0
241,76 St & 21 Ave,68.0,71,-3.0,139.0
242,8 Ave & W 16 St,2657.0,2674,-17.0,5331.0
243,8 Ave & W 27 St,1280.0,1297,-17.0,2577.0
244,8 Ave & W 31 St,3560.0,3589,-29.0,7149.0
245,8 Ave & W 33 St,4593.0,4413,180.0,9006.0
246,8 Ave & W 38 St,4468.0,4445,23.0,8913.0
247,8 Ave & W 52 St,4218.0,4234,-16.0,8452.0
248,8 St & Astoria Blvd,158.0,160,-2.0,318.0
249,9 Ave & W 18 St,2110.0,2339,-229.0,4449.0
250,9 Ave & W 22 St,5370.0,5354,16.0,10724.0
251,9 Ave & W 45 St,3814.0,3770,44.0,7584.0
252,9 St & 44 Rd,315.0,310,5.0,625.0
253,Adam Clayton Powell Blvd & W 115 St,707.0,707,0.0,1414.0
254,Adam Clayton Powell Blvd & W 118 St,781.0,778,3.0,1559.0
255,Adam Clayton Powell Blvd & W 123 St,1043.0,1055,-12.0,2098.0
256,Adam Clayton Powell Blvd & W 126 St,1562.0,1585,-23.0,3147.0
257,Adam Clayton Powell Blvd & W 130 St,532.0,533,-1.0,1065.0
258,Adam Clayton Powell Blvd & W 132 St,662.0,658,4.0,1320.0
259,Adam Clayton Powell Blvd & W 138 St,911.0,912,-1.0,1823.0
260,Adam Clayton Powell Blvd & W 141 St,521.0,519,2.0,1040.0
261,Adam Clayton Powell Blvd & W 151 St,160.0,157,3.0,317.0
262,Adelphi St & Myrtle Ave,1299.0,1259,40.0,2558.0
263,Albany Ave & Fulton St,298.0,298,0.0,596.0
264,Albemarle Rd & McDonald Ave,97.0,99,-2.0,196.0
265,Alexander Ave & E 134 St,228.0,231,-3.0,459.0
266,Allen St & Hester St,3427.0,3377,50.0,6804.0
267,Allen St & Rivington St,3622.0,3664,-42.0,7286.0
268,Allen St & Stanton St,3227.0,3269,-42.0,6496.0
269,Amsterdam Ave & W 119 St,625.0,566,59.0,1191.0
270,Amsterdam Ave & W 125 St,717.0,730,-13.0,1447.0
271,Amsterdam Ave & W 131 St,243.0,246,-3.0,489.0
272,Amsterdam Ave & W 136 St,324.0,307,17.0,631.0
273,Amsterdam Ave & W 152 St,136.0,139,-3.0,275.0
274,Amsterdam Ave & W 156 St,159.0,155,4.0,314.0
275,Amsterdam Ave & W 162 St,228.0,218,10.0,446.0
276,Amsterdam Ave & W 167 St,228.0,167,61.0,395.0
277,Amsterdam Ave & W 172 St,144.0,137,7.0,281.0
278,Amsterdam Ave & W 175 St,125.0,108,17.0,233.0
279,Amsterdam Ave & W 180 St,107.0,85,22.0,192.0
280,Amsterdam Ave & W 183 St,223.0,214,9.0,437.0
281,Amsterdam Ave & W 66 St,1253.0,1264,-11.0,2517.0
282,Amsterdam Ave & W 73 St,3996.0,3933,63.0,7929.0
283,Amsterdam Ave & W 82 St,2667.0,2657,10.0,5324.0
284,Anderson Ave & W 164 St,57.0,59,-2.0,116.0
285,Astoria Park S & Shore Blvd,931.0,939,-8.0,1870.0
286,Atlantic Ave & Fort Greene Pl,1278.0,1309,-31.0,2587.0
287,Atlantic Ave & Furman St,2287.0,2354,-67.0,4641.0
288,Audobon Ave & W 179 St,77.0,73,4.0,150.0
289,Avenue C & E 18 St,1410.0,1320,90.0,2730.0
290,Avenue D & E 10 St,1418.0,1431,-13.0,2849.0
291,Avenue D & E 3 St,2064.0,2065,-1.0,4129.0
292,Avenue D & E 8 St,1320.0,1340,-20.0,2660.0
293,Baltic St & 5 Ave,1249.0,1278,-29.0,2527.0
294,Bank St & Hudson St,2631.0,2659,-28.0,5290.0
295,Bank St & Washington St,2063.0,2086,-23.0,4149.0
296,Banker St & Meserole Ave,791.0,809,-18.0,1600.0
297,Barclay St & Church St,1320.0,1340,-20.0,2660.0
298,Barrow St & Hudson St,2711.0,2743,-32.0,5454.0
299,Barry St & Tiffany St,52.0,50,2.0,102.0
300,Bayard St & Baxter St,2647.0,2696,-49.0,5343.0
301,Bayard St & Leonard St,973.0,1018,-45.0,1991.0
302,Beaver St & Fayette St,620.0,621,-1.0,1241.0
303,Beck St & Leggett Ave,80.0,79,1.0,159.0
304,Bedford Ave & Bergen St,1330.0,1322,8.0,2652.0
305,Bedford Ave & Montgomery St,930.0,941,-11.0,1871.0
306,Bedford Ave & Nassau Ave,1901.0,1937,-36.0,3838.0
307,Bedford Ave & S 9 St,535.0,570,-35.0,1105.0
308,Bergen Ave & E 152 St,86.0,86,0.0,172.0
309,Bergen St & Flatbush Ave,1351.0,1371,-20.0,2722.0
310,Bergen St & Smith St,2353.0,2457,-104.0,4810.0
311,Bergen St & Vanderbilt Ave,1520.0,1516,4.0,3036.0
312,Berkeley Pl & 6 Ave,684.0,696,-12.0,1380.0
313,Berkeley Pl & 7 Ave,1405.0,1425,-20.0,2830.0
314,Berry St & N 8 St,2246.0,2295,-49.0,4541.0
315,Bialystoker Pl & Delancey St,1283.0,1266,17.0,2549.0
316,Bleecker St & Crosby St,1175.0,1226,-51.0,2401.0
317,Bleecker St & Lafayette St,9.0,20,-11.0,29.0
318,Boerum St & Broadway,704.0,707,-3.0,1411.0
319,Bond St & Bergen St,947.0,964,-17.0,1911.0
320,Bond St & Fulton St,1727.0,1749,-22.0,3476.0
321,Boone Ave & E 172 St,62.0,64,-2.0,126.0
322,Boston Rd & E 167 St,133.0,138,-5.0,271.0
323,Boston Rd & Prospect Ave,84.0,77,7.0,161.0
324,Bradhurst Ave & W 148 St,361.0,363,-2.0,724.0
325,Broad St & Bridge St,931.0,974,-43.0,1905.0
326,Broadway & 12 St,418.0,443,-25.0,861.0
327,Broadway & 49 St,92.0,94,-2.0,186.0
328,Broadway & 51 St,205.0,220,-15.0,425.0
329,Broadway & Battery Pl,2514.0,2584,-70.0,5098.0
330,Broadway & Berry St,1972.0,1978,-6.0,3950.0
331,Broadway & E 14 St,5301.0,5345,-44.0,10646.0
332,Broadway & E 22 St,5726.0,5769,-43.0,11495.0
333,Broadway & Furman Ave,98.0,98,0.0,196.0
334,Broadway & Hancock St,293.0,290,3.0,583.0
335,Broadway & Kosciuszko St,508.0,456,52.0,964.0
336,Broadway & Madison St,569.0,575,-6.0,1144.0
337,Broadway & Moylan Pl,711.0,707,4.0,1418.0
338,Broadway & Roebling St,1109.0,1132,-23.0,2241.0
339,Broadway & W 122 St,460.0,457,3.0,917.0
340,Broadway & W 131 St,347.0,340,7.0,687.0
341,Broadway & W 133 St,465.0,473,-8.0,938.0
342,Broadway & W 153 St,164.0,145,19.0,309.0
343,Broadway & W 155 St,323.0,330,-7.0,653.0
344,Broadway & W 160 St,500.0,472,28.0,972.0
345,Broadway & W 165 St,218.0,202,16.0,420.0
346,Broadway & W 25 St,5071.0,5162,-91.0,10233.0
347,Broadway & W 29 St,3281.0,3305,-24.0,6586.0
348,Broadway & W 36 St,1734.0,1661,73.0,3395.0
349,Broadway & W 37 St,1085.0,1101,-16.0,2186.0
350,Broadway & W 38 St,2293.0,2245,48.0,4538.0
351,Broadway & W 41 St,3594.0,3611,-17.0,7205.0
352,Broadway & W 49 St,2873.0,2773,100.0,5646.0
353,Broadway & W 51 St,2111.0,2067,44.0,4178.0
354,Broadway & W 53 St,1911.0,1865,46.0,3776.0
355,Broadway & W 56 St,3362.0,2991,371.0,6353.0
356,Broadway & W 58 St,6264.0,5570,694.0,11834.0
357,Broadway & W 60 St,2905.0,2896,9.0,5801.0
358,Broadway & Whipple St,811.0,807,4.0,1618.0
359,Bronx Shore Comfort Station,216.0,210,6.0,426.0
360,Brook Ave & E 138 St,222.0,243,-21.0,465.0
361,Brook Ave & E 141 St,77.0,73,4.0,150.0
362,Brook Ave & E 148 St,140.0,137,3.0,277.0
363,Brook Ave & E 157 St,104.0,117,-13.0,221.0
364,Brooklyn Bridge Park - Pier 2,1407.0,1424,-17.0,2831.0
365,Bruckner Blvd & Bryant Ave,115.0,119,-4.0,234.0
366,Bulova Ave & Brooklyn Queens Expressway W,80.0,82,-2.0,162.0
367,Bus Slip & State St,955.0,970,-15.0,1925.0
368,Bushwick Ave & Dekalb Ave,256.0,227,29.0,483.0
369,Bushwick Ave & Forrest St,364.0,333,31.0,697.0
370,Bushwick Ave & Furman Ave,143.0,141,2.0,284.0
371,Bushwick Ave & Harman St,410.0,379,31.0,789.0
372,Bushwick Ave & Linden St,238.0,246,-8.0,484.0
373,Bushwick Ave & McKibbin St,268.0,277,-9.0,545.0
374,Bushwick Ave & Powers St,796.0,708,88.0,1504.0
375,Bushwick Ave & Stagg St,228.0,242,-14.0,470.0
376,Butler St & Court St,637.0,658,-21.0,1295.0
377,Cabrini Blvd & W 177 St,187.0,177,10.0,364.0
378,Cadman Plaza E & Red Cross Pl,1095.0,1108,-13.0,2203.0
379,Cadman Plaza E & Tillary St,1041.0,1010,31.0,2051.0
380,Calyer St & Jewel St,527.0,582,-55.0,1109.0
381,Cambridge Pl & Gates Ave,815.0,822,-7.0,1637.0
382,Canal St & Rutgers St,4141.0,4134,7.0,8275.0
383,Carlton Ave & Dean St,1161.0,1136,25.0,2297.0
384,Carlton Ave & Flushing Ave,818.0,845,-27.0,1663.0
385,Carlton Ave & Park Ave,523.0,555,-32.0,1078.0
386,Carmine St & 6 Ave,5004.0,5125,-121.0,10129.0
387,Carroll St & 5 Ave,1066.0,1093,-27.0,2159.0
388,Carroll St & 6 Ave,998.0,1002,-4.0,2000.0
389,Carroll St & Bond St,689.0,701,-12.0,1390.0
390,Carroll St & Columbia St,675.0,672,3.0,1347.0
391,Carroll St & Franklin Ave,409.0,406,3.0,815.0
392,Carroll St & Smith St,1186.0,1205,-19.0,2391.0
393,Carroll St & Washington Ave,349.0,324,25.0,673.0
394,Cathedral Pkwy & Broadway,2091.0,2054,37.0,4145.0
395,Catherine St & Monroe St,1774.0,1885,-111.0,3659.0
396,Caton Ave & Argyle Rd,178.0,197,-19.0,375.0
397,Caton Ave & E 10 St,191.0,208,-17.0,399.0
398,Caton Ave & E 7 St,133.0,127,6.0,260.0
399,Cauldwell Ave & E 158 St,92.0,91,1.0,183.0
400,Cauldwell Ave & E 161 St,81.0,82,-1.0,163.0
401,Cedar St & Evergreen Ave,263.0,221,42.0,484.0
402,Cedar St & Myrtle Ave,313.0,301,12.0,614.0
403,Center Blvd & 48 Ave,560.0,558,2.0,1118.0
404,Center Blvd & 51 Ave,1163.0,1167,-4.0,2330.0
405,Central Ave & Covert St,149.0,145,4.0,294.0
406,Central Ave & Decatur St,158.0,153,5.0,311.0
407,Central Ave & Flushing Ave,366.0,356,10.0,722.0
408,Central Ave & Himrod St,337.0,345,-8.0,682.0
409,Central Ave & Melrose St,279.0,271,8.0,550.0
410,Central Ave & Starr Street,429.0,422,7.0,851.0
411,Central Ave & Weirfield St,355.0,352,3.0,707.0
412,Central Ave & Woodbine St,289.0,281,8.0,570.0
413,Central Park North & Adam Clayton Powell Blvd,4095.0,4314,-219.0,8409.0
414,Central Park S & 6 Ave,5422.0,5493,-71.0,10915.0
415,Central Park W & W 103 St,1614.0,1613,1.0,3227.0
416,Central Park W & W 91 St,2491.0,2421,70.0,4912.0
417,Central Park W & W 97 St,3010.0,2787,223.0,5797.0
418,Central Park West & W 68 St,3757.0,3677,80.0,7434.0
419,Central Park West & W 72 St,4713.0,4740,-27.0,9453.0
420,Central Park West & W 76 St,2481.0,2424,57.0,4905.0
421,Central Park West & W 85 St,3232.0,3150,82.0,6382.0
422,Centre St & Chambers St,2936.0,2962,-26.0,5898.0
423,Centre St & Seneca Ave,116.0,107,9.0,223.0
424,Centre St & Worth St,1802.0,1845,-43.0,3647.0
425,Charlotte St & Boston Rd,26.0,21,5.0,47.0
426,Cherry St,2135.0,2094,41.0,4229.0
427,Chester Ave & 12 Ave,25.0,27,-2.0,52.0
428,Christopher St & Greenwich St,4309.0,4568,-259.0,8877.0
429,Church Ave & McDonald Ave,58.0,76,-18.0,134.0
430,Church Ave & Story St,13.0,18,-5.0,31.0
431,Clark St & Henry St,2553.0,2393,160.0,4946.0
432,Classon Ave & St Marks Ave,950.0,922,28.0,1872.0
433,Clay Ave & Claremont Pkwy,113.0,121,-8.0,234.0
434,Clay Ave & E 173 St,77.0,88,-11.0,165.0
435,Clermont Ave & Lafayette Ave,853.0,807,46.0,1660.0
436,Clermont Ave & Park Ave,545.0,556,-11.0,1101.0
437,Cleveland Pl & Spring St,5128.0,5170,-42.0,10298.0
438,Cliff St & Fulton St,1423.0,1430,-7.0,2853.0
439,Clinton Ave & Flushing Ave,692.0,732,-40.0,1424.0
440,Clinton Ave & Myrtle Ave,1818.0,1739,79.0,3557.0
441,Clinton St	& Cherry St,178.0,188,-10.0,366.0
442,Clinton St & 4 Place,643.0,655,-12.0,1298.0
443,Clinton St & Centre St,227.0,244,-17.0,471.0
444,Clinton St & Grand St,4972.0,5013,-41.0,9985.0
445,Clinton St & Joralemon St,1387.0,1411,-24.0,2798.0
446,Clinton St & Tillary St,894.0,931,-37.0,1825.0
447,Clinton St & Union St,878.0,857,21.0,1735.0
448,Clinton St\t& Cherry St,1157.0,1167,-10.0,2324.0
449,Coffey St & Conover St,389.0,423,-34.0,812.0
450,College Ave & E 170 St,38.0,41,-3.0,79.0
451,Columbia Heights & Cranberry St,820.0,807,13.0,1627.0
452,Columbia St & Degraw St,733.0,744,-11.0,1477.0
453,Columbia St & Kane St,768.0,781,-13.0,1549.0
454,Columbia St & Lorraine St,91.0,104,-13.0,195.0
455,Columbia St & Rivington St,1509.0,1517,-8.0,3026.0
456,Columbia St & W 9 St,100.0,111,-11.0,211.0
457,Columbus Ave & W 103 St,456.0,449,7.0,905.0
458,Columbus Ave & W 72 St,4372.0,3923,449.0,8295.0
459,Columbus Ave & W 95 St,2894.0,2834,60.0,5728.0
460,Commerce St & Van Brunt St,360.0,368,-8.0,728.0
461,Concord St & Bridge St,1086.0,1081,5.0,2167.0
